epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,377,407,421
0,train,Liberal,452,467,486
0,train,Neutral,136,97,185
0,validation,Conservative,55,95,99
0,validation,Liberal,58,136,102
0,validation,Neutral,16,17,71
1,train,Conservative,395,433,377
1,train,Liberal,322,686,397
1,train,Neutral,71,100,247
1,validation,Conservative,70,122,57
1,validation,Liberal,60,177,59
1,validation,Neutral,23,24,57
2,train,Conservative,523,502,180
2,train,Liberal,360,894,151
2,train,Neutral,100,95,223
2,validation,Conservative,92,122,35
2,validation,Liberal,67,188,41
2,validation,Neutral,32,31,41
3,train,Conservative,716,401,88
3,train,Liberal,305,1012,88
3,train,Neutral,88,61,269
3,validation,Conservative,95,120,34
3,validation,Liberal,83,181,32
3,validation,Neutral,40,27,37
4,train,Conservative,940,238,27
4,train,Liberal,230,1128,47
4,train,Neutral,45,17,356
4,validation,Conservative,109,109,31
4,validation,Liberal,102,158,36
4,validation,Neutral,41,27,36
-1,test,Conservative,121,81,45
-1,test,Liberal,107,175,42
-1,test,Neutral,28,25,25
