epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.35606904231625836,0.3411995076237801,0.47366248348745055,0.23612945838837515,0.4568457538994801,0.17446562680531486,0.19999999999999998
0,validation,0.4717138103161398,0.4649618525753108,0.47919876733436056,0.02157164869029276,0.5242236024844721,-3.0,0.1319796954314721
1,train,0.34850166481687017,0.3460535381003693,0.4659841479524439,0.22457067371202113,0.45081332300542215,0.13024954351795495,0.2359366466411797
1,validation,0.2942989214175655,0.2524739267523648,0.4707241910631741,0.2942989214175655,0.45,0.026315789473684213,0.28110599078341014
2,train,0.31472919418758255,0.28541923328266566,0.486046895640687,0.31472919418758255,0.49611769513690235,0.09664948453608246,0.2634905201750121
2,validation,0.337442218798151,0.27105759940542545,0.5030816640986132,0.337442218798151,0.5384615384615384,0.013377926421404682,0.2613333333333333
3,train,0.31406869220607664,0.29262855531742765,0.4855515191545575,0.31406869220607664,0.4889074926747593,0.14180929095354525,0.24716888232397832
3,validation,0.35285053929121724,0.29370024629649016,0.5146379044684128,0.35285053929121724,0.5371248025276462,0.03761755485893417,0.30635838150289013
4,train,0.3467635402906209,0.30027059060692984,0.5100726552179656,0.3467635402906209,0.5540289639806906,0.08290155440414508,0.2638812534359538
4,validation,0.349768875192604,0.29349181974530164,0.5123266563944531,0.349768875192604,0.5288461538461539,0.0507936507936508,0.3008356545961003
-1,test,0.3220338983050847,0.2643660066878184,0.4915254237288136,0.3220338983050847,0.527331189710611,0.04747774480712166,0.21828908554572274
