,0
0,1.1108756065368652
1,1.0686763525009155
2,1.1075830459594727
3,1.0844208002090454
4,1.1499158143997192
5,1.1520788669586182
6,1.109675645828247
7,1.1141599416732788
8,1.107487440109253
9,1.1014901399612427
10,1.0900788307189941
11,1.0990101099014282
12,1.132246494293213
13,1.1372119188308716
14,1.0998071432113647
15,1.0949194431304932
16,1.1034752130508423
17,1.0626591444015503
18,1.136268973350525
19,1.0843886137008667
20,1.116404414176941
21,1.0697031021118164
22,1.1258223056793213
23,1.1128052473068237
24,1.1057538986206055
25,1.0982245206832886
26,1.0928571224212646
27,1.0959182977676392
28,1.1069177389144897
29,1.0925434827804565
30,1.0954689979553223
31,1.1001306772232056
32,1.0967687368392944
33,1.0860525369644165
34,1.0736637115478516
35,1.091379165649414
36,1.0877798795700073
37,1.0886659622192383
38,1.087755560874939
39,1.1117137670516968
40,1.0896729230880737
41,1.1073259115219116
42,1.0974960327148438
43,1.0914759635925293
44,1.0859181880950928
45,1.1357816457748413
46,1.1135822534561157
47,1.0953054428100586
48,1.0734385251998901
49,1.0896893739700317
50,1.102304458618164
51,1.1266906261444092
52,1.1097583770751953
53,1.0977869033813477
54,1.0779309272766113
55,1.0959889888763428
56,1.092681884765625
57,1.0843364000320435
58,1.0938818454742432
59,1.1058639287948608
60,1.0872191190719604
61,1.102245569229126
62,1.107694149017334
63,1.0917482376098633
64,1.0951697826385498
65,1.0990002155303955
66,1.0951809883117676
67,1.0763616561889648
68,1.0906047821044922
69,1.1000250577926636
70,1.0927388668060303
71,1.0943082571029663
72,1.1157467365264893
73,1.1011463403701782
74,1.0862749814987183
75,1.1042571067810059
76,1.101992130279541
77,1.097425103187561
78,1.0918251276016235
79,1.1176506280899048
80,1.08814537525177
81,1.0923503637313843
82,1.1132310628890991
83,1.1067306995391846
84,1.1050511598587036
85,1.0802050828933716
86,1.1047096252441406
87,1.0926415920257568
88,1.0972234010696411
89,1.0982893705368042
90,1.087915301322937
91,1.08616304397583
92,1.085125207901001
93,1.0894546508789062
94,1.0949472188949585
95,1.0985029935836792
96,1.100296974182129
97,1.084439754486084
98,1.0985184907913208
99,1.0857857465744019
100,1.0790305137634277
101,1.0960252285003662
102,1.0971356630325317
103,1.0998961925506592
104,1.1040277481079102
105,1.090937614440918
106,1.08697509765625
107,1.088046908378601
108,1.1086817979812622
109,1.0899279117584229
110,1.096904993057251
111,1.10660982131958
112,1.1019121408462524
113,1.0839099884033203
114,1.0883039236068726
115,1.0803720951080322
116,1.0935707092285156
117,1.07874596118927
118,1.0755648612976074
119,1.1019684076309204
120,1.087564468383789
121,1.0689492225646973
122,1.1033871173858643
123,1.097868800163269
124,1.13664972782135
125,1.1240565776824951
126,1.104508638381958
127,1.0935908555984497
128,1.095343828201294
129,1.0987364053726196
130,1.0884473323822021
