epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,405,380,420
0,train,Liberal,439,436,530
0,train,Neutral,141,113,164
0,validation,Conservative,82,90,77
0,validation,Liberal,88,103,105
0,validation,Neutral,43,24,37
1,train,Conservative,391,378,436
1,train,Liberal,471,463,471
1,train,Neutral,128,110,180
1,validation,Conservative,84,85,80
1,validation,Liberal,83,121,92
1,validation,Neutral,42,22,40
2,train,Conservative,402,366,437
2,train,Liberal,415,476,514
2,train,Neutral,147,96,175
2,validation,Conservative,96,80,73
2,validation,Liberal,91,116,89
2,validation,Neutral,35,26,43
3,train,Conservative,440,361,404
3,train,Liberal,405,533,467
3,train,Neutral,110,95,213
3,validation,Conservative,85,84,80
3,validation,Liberal,83,127,86
3,validation,Neutral,34,25,45
4,train,Conservative,431,349,425
4,train,Liberal,404,542,459
4,train,Neutral,105,96,217
4,validation,Conservative,92,87,70
4,validation,Liberal,87,127,82
4,validation,Neutral,31,20,53
-1,test,Conservative,76,81,90
-1,test,Liberal,100,122,102
-1,test,Neutral,15,24,39
