filename,n_samples,epoch,time,f1_macro,n_neighbors,metric
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,250,1,3.447087526321411,0.4590689058774165,1,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,250,2,5.7807936668396,0.4745596984682931,12,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,250,3,5.201849460601807,0.4351982443023705,13,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,250,4,3.840090274810791,0.5411033411033411,10,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,250,5,4.300090312957764,0.4917663978760502,16,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,6.286907196044922,0.4486134178871609,1,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,7.391091823577881,0.5303197815203592,15,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,6.9974634647369385,0.5220658576324674,9,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,6.560225009918213,0.4764437077707564,9,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,10.454298973083496,0.4561247394580728,11,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,750,1,8.950427055358887,0.386444013020924,5,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,750,2,8.67432975769043,0.5200014077049451,7,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,750,3,8.433314561843872,0.4977915439047115,16,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,750,4,9.723966121673584,0.5206715929398049,5,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,750,5,10.192832946777344,0.4671928437508105,18,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,9.43394422531128,0.3856496583571611,1,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,8.656208276748657,0.5206151522050523,12,l1
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,12.176541805267334,0.5225161951633667,11,cosine
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,9.76297664642334,0.486955639609872,8,l2
2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,10.339761018753052,0.5345822324852469,14,l1
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,250,1,4.431126832962036,0.3958010901016082,6,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,250,2,4.027413845062256,0.4673516185711308,16,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,250,3,4.725221395492554,0.45881361486961,17,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,250,4,5.218936204910278,0.5134569244770287,7,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,250,5,3.402759313583374,0.3746543957750854,1,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,1,7.240572929382324,0.4929806569790316,14,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,2,10.654923915863035,0.485462670109973,16,l1
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,3,6.7611846923828125,0.5126474861958733,18,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,4,6.610019683837891,0.4614361432316108,3,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,5,6.455353021621704,0.4437833873264337,19,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,750,1,8.721569299697876,0.5049887843321496,17,l1
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,750,2,10.624292850494385,0.5041008219981937,10,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,750,3,8.199729204177856,0.5063451051890359,14,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,750,4,9.688169479370115,0.535525629690086,16,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,750,5,8.546698808670044,0.4750284370531321,13,l1
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,1,9.621919393539429,0.4315927476802703,6,l2
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,2,21.694668292999268,0.5345679928612975,8,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,3,11.98255443572998,0.4744003675728622,2,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,4,11.952384948730469,0.4901276920144844,19,cosine
2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,5,11.37031364440918,0.513406732224727,14,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,250,1,3.069010019302368,0.3919284091709596,1,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,250,2,5.829479455947876,0.411160384331116,3,l2
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,250,3,8.457226276397705,0.4952522967228849,15,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,250,4,4.649423122406006,0.4395053525286083,15,l2
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,250,5,4.027056694030762,0.4562641308554943,9,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,500,1,5.912346363067627,0.4453979480894663,7,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,500,2,6.088961839675903,0.4295428750098637,14,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,500,3,6.824987173080444,0.4678656700923907,13,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,500,4,7.223147869110107,0.4501860524888734,18,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,500,5,6.893860340118408,0.548079274720641,15,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,750,1,10.21308970451355,0.4021475256769374,3,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,750,2,10.467960357666016,0.37217142120284,4,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,750,3,10.122260093688965,0.4486829368117782,14,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,750,4,10.060277223587036,0.5199462051195102,17,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,750,5,8.29985761642456,0.4440713063145669,19,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1000,1,10.089750051498411,0.4024502378863094,12,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1000,2,9.08621597290039,0.4449748366739581,1,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1000,3,10.783682584762571,0.532131141532428,16,l2
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1000,4,13.023468017578123,0.4137150415721844,5,l1
2025-05-05-answerdotai/ModernBERT-base-5e-05-data,1000,5,11.61055326461792,0.4901627370505841,5,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,250,1,4.487151861190796,0.4322833389633299,18,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,250,2,6.755773544311523,0.4489755539203663,12,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,250,3,6.720191478729248,0.5047146093016788,14,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,250,4,5.8989098072052,0.4932096772513772,15,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,250,5,4.70479941368103,0.4511350827432374,4,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,500,1,9.41936206817627,0.4400442967884828,15,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,500,2,8.239334106445312,0.5405308866071448,7,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,500,3,8.364871740341187,0.4975177312352867,7,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,500,4,7.515496253967285,0.5337943325085425,9,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,500,5,6.930598735809326,0.5042875439374915,12,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,750,1,8.77156949043274,0.4304508453994422,1,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,750,2,8.303219079971313,0.4782024937509375,12,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,750,3,10.485373735427856,0.4824239595983164,3,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,750,4,11.121118783950806,0.5155995790069107,12,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,750,5,11.58157730102539,0.435455545784887,16,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1000,1,11.721277952194214,0.3978648170814634,12,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1000,2,14.308465242385864,0.5470532362767391,5,l2
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1000,3,10.8169527053833,0.5163471513809575,11,cosine
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1000,4,14.543110370635986,0.5222569410539335,11,l1
2025-05-05-answerdotai/ModernBERT-base-5e-06-data,1000,5,13.580517530441284,0.4716890593238388,9,cosine
2025-05-05-FacebookAI/roberta-base-1e-05-data,250,1,5.914311408996582,0.485723636624308,17,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,250,2,5.12481427192688,0.5223828267881974,7,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,250,3,4.4582109451293945,0.5762892078681552,18,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,250,4,5.398581266403198,0.5602773320914923,7,l1
2025-05-05-FacebookAI/roberta-base-1e-05-data,250,5,5.176807880401611,0.5756541230225442,11,l1
2025-05-05-FacebookAI/roberta-base-1e-05-data,500,1,6.901164770126343,0.512604963556047,14,cosine
2025-05-05-FacebookAI/roberta-base-1e-05-data,500,2,8.844476699829102,0.633327372696093,16,l1
2025-05-05-FacebookAI/roberta-base-1e-05-data,500,3,7.718311309814453,0.5332793152282808,3,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,500,4,5.540066003799439,0.5819848328658531,1,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,500,5,7.553129196166992,0.5911183668152894,15,l2
2025-05-05-FacebookAI/roberta-base-1e-05-data,750,1,11.389863967895508,0.4822927544948376,15,l1
2025-05-05-FacebookAI/roberta-base-1e-05-data,750,2,10.160916328430176,0.6041143115886101,11,l1
