,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.36993421052631575,0.5274506578947369,0.36993421052631575
1,0,validation,0.3743386243386243,0.5307539682539683,0.3743386243386243
2,1,train,0.45611842105263156,0.5920888157894737,0.45611842105263156
3,1,validation,0.47371031746031744,0.6052827380952381,0.47371031746031744
4,2,train,0.5503947368421053,0.6627960526315789,0.5503947368421053
5,2,validation,0.47585978835978837,0.6068948412698413,0.47585978835978837
6,3,train,0.6196052631578947,0.714703947368421,0.6196052631578947
7,3,validation,0.49900793650793646,0.6242559523809523,0.49900793650793646
8,4,train,0.7129605263157895,0.7847203947368422,0.7129605263157895
9,4,validation,0.4712301587301588,0.6034226190476191,0.4712301587301588
10,5,train,0.8374342105263158,0.8780756578947368,0.8374342105263158
11,5,validation,0.5092592592592593,0.6319444444444444,0.5092592592592593
12,6,train,0.9448684210526316,0.9586513157894737,0.9448684210526316
13,6,validation,0.4852843915343915,0.6139632936507936,0.4852843915343915
14,7,train,0.9652631578947368,0.9739473684210527,0.9652631578947368
15,7,validation,0.5198412698412698,0.6398809523809523,0.5198412698412698
16,8,train,0.9855263157894737,0.9891447368421052,0.9855263157894737
17,8,validation,0.503968253968254,0.6279761904761905,0.503968253968254
18,9,train,0.9901315789473685,0.9925986842105263,0.9901315789473685
19,9,validation,0.527281746031746,0.6454613095238095,0.527281746031746
20,-1,test,0.5482804232804233,0.6612103174603174,0.5482804232804233
