epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,331,455,419
0,train,Liberal,404,541,460
0,train,Neutral,123,129,166
0,validation,Conservative,130,100,19
0,validation,Liberal,133,147,16
0,validation,Neutral,50,45,9
1,train,Conservative,467,351,387
1,train,Liberal,466,549,390
1,train,Neutral,159,87,172
1,validation,Conservative,80,93,76
1,validation,Liberal,69,134,93
1,validation,Neutral,21,21,62
2,train,Conservative,552,277,376
2,train,Liberal,471,631,303
2,train,Neutral,144,65,209
2,validation,Conservative,76,104,69
2,validation,Liberal,83,155,58
2,validation,Neutral,24,25,55
3,train,Conservative,752,320,133
3,train,Liberal,431,884,90
3,train,Neutral,188,65,165
3,validation,Conservative,109,92,48
3,validation,Liberal,102,141,53
3,validation,Neutral,32,22,50
4,train,Conservative,936,158,111
4,train,Liberal,332,1029,44
4,train,Neutral,194,48,176
4,validation,Conservative,102,112,35
4,validation,Liberal,110,147,39
4,validation,Neutral,35,25,44
-1,test,Conservative,101,90,56
-1,test,Liberal,112,170,42
-1,test,Neutral,26,25,27
