,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3357894736842105,0.5018421052631579,0.3357894736842105
1,0,validation,0.3454746642246642,0.5085565476190477,0.34325396825396826
2,1,train,0.32335526315789476,0.49251644736842104,0.32335526315789476
3,1,validation,0.35449735449735453,0.5158730158730159,0.35449735449735453
4,2,train,0.3219736842105263,0.4914802631578947,0.3219736842105263
5,2,validation,0.2686431623931624,0.45126488095238093,0.26884920634920634
6,3,train,0.32894736842105265,0.4967105263157895,0.32894736842105265
7,3,validation,0.3118386243386243,0.48387896825396826,0.3118386243386243
8,4,train,0.3517105263157895,0.5137828947368421,0.3517105263157895
9,4,validation,0.3759920634920635,0.5319940476190477,0.3759920634920635
10,-1,test,0.33283730158730157,0.49962797619047616,0.33283730158730157
