epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.2906208718626156,0.27793836820814377,0.4679656538969617,0.2906208718626156,0.39786710418375715,0.22790202342917998,0.20804597701149424
0,validation,0.3006632277081798,0.2805598650640985,0.463020030816641,0.2465331278890601,0.418848167539267,0.058441558441558454,0.2446043165467626
1,train,0.28401585204755614,0.2766589694479534,0.46301188903566715,0.28401585204755614,0.26373626373626374,0.3635596794601434,0.20268096514745307
1,validation,0.36270190895741555,0.33768203794847446,0.5107858243451464,0.300462249614792,0.23561643835616441,0.4606741573033708,0.2756892230576441
2,train,0.28963011889035667,0.2771429217075661,0.4672225891677675,0.28963011889035667,0.20978196817913966,0.3879625864172428,0.2336842105263158
2,validation,0.33911077618688773,0.29309369850611805,0.49884437596302,0.31432973805855163,0.11726384364820845,0.4879725085910653,0.24449877750611246
3,train,0.29722589167767505,0.2836187620363696,0.47291941875825627,0.29722589167767505,0.2236921226698737,0.41588211215718374,0.2112820512820513
3,validation,0.375,0.3315809265690798,0.5181047765793528,0.3050847457627119,0.1806853582554517,0.4895104895104895,0.271604938271605
4,train,0.2962351387054161,0.2832463194762538,0.4721763540290621,0.2962351387054161,0.22141560798548093,0.40836408364083643,0.219959266802444
4,validation,0.35051546391752575,0.2939161556292162,0.5019260400616333,0.30970724191063176,0.07407407407407407,0.48911222780569513,0.27227722772277224
-1,test,0.3533724340175953,0.3003168912843277,0.5030816640986133,0.300462249614792,0.17105263157894735,0.4928,0.2059620596205962
