epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,543,484,178
0,train,Liberal,583,629,193
0,train,Neutral,176,177,65
0,validation,Conservative,89,101,59
0,validation,Liberal,95,139,62
0,validation,Neutral,31,37,36
1,train,Conservative,527,462,216
1,train,Liberal,600,568,237
1,train,Neutral,160,142,116
1,validation,Conservative,25,199,25
1,validation,Liberal,30,237,29
1,validation,Neutral,14,58,32
2,train,Conservative,106,849,250
2,train,Liberal,81,1095,229
2,train,Neutral,33,243,142
2,validation,Conservative,4,110,135
2,validation,Liberal,4,159,133
2,validation,Neutral,2,23,79
3,train,Conservative,97,886,222
3,train,Liberal,62,1213,130
3,train,Neutral,52,228,138
3,validation,Conservative,0,178,71
3,validation,Liberal,1,225,70
3,validation,Neutral,0,48,56
4,train,Conservative,165,839,201
4,train,Liberal,119,1192,94
4,train,Neutral,76,214,128
4,validation,Conservative,16,165,68
4,validation,Liberal,10,229,57
4,validation,Neutral,2,45,57
-1,test,Conservative,16,148,83
-1,test,Liberal,9,230,85
-1,test,Neutral,1,34,43
