epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,354,471,380
0,train,Liberal,384,666,355
0,train,Neutral,97,157,164
0,validation,Conservative,62,148,39
0,validation,Liberal,53,199,44
0,validation,Neutral,20,36,48
1,train,Conservative,480,531,194
1,train,Liberal,364,893,148
1,train,Neutral,127,122,169
1,validation,Conservative,118,88,43
1,validation,Liberal,115,134,47
1,validation,Neutral,34,28,42
2,train,Conservative,761,342,102
2,train,Liberal,249,1096,60
2,train,Neutral,86,61,271
2,validation,Conservative,127,86,36
2,validation,Liberal,117,138,41
2,validation,Neutral,29,32,43
3,train,Conservative,1032,117,56
3,train,Liberal,83,1289,33
3,train,Neutral,45,37,336
3,validation,Conservative,126,86,37
3,validation,Liberal,104,153,39
3,validation,Neutral,32,33,39
4,train,Conservative,1100,66,39
4,train,Liberal,44,1335,26
4,train,Neutral,33,21,364
4,validation,Conservative,145,89,15
4,validation,Liberal,122,160,14
4,validation,Neutral,40,35,29
-1,test,Conservative,133,90,24
-1,test,Liberal,127,179,18
-1,test,Neutral,32,27,19
