,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.47999653739612186,0.4964638157894737,0.02138157894736842
1,0,validation,0.5,0.5,0.0
2,1,train,0.4411184210526316,0.4939967105263158,0.09375
3,1,validation,0.5,0.5,0.0
4,2,train,0.46151315789473685,0.5027138157894737,0.08782894736842105
5,2,validation,0.5,0.5,0.0
6,3,train,0.3805921052631579,0.48807565789473684,0.19111842105263158
7,3,validation,0.5,0.5,0.0
8,4,train,0.47960526315789476,0.5070723684210526,0.06907894736842106
9,4,validation,0.5,0.5,0.0
10,5,train,0.3834868421052631,0.4876151315789473,0.18348684210526314
11,5,validation,0.31960978835978837,0.4897073412698412,0.31960978835978837
12,6,train,0.42664473684210524,0.4831414473684211,0.07927631578947368
13,6,validation,0.5,0.5,0.0
14,7,train,0.4980263157894737,0.4998355263157895,0.003289473684210526
15,7,validation,0.5,0.5,0.0
16,8,train,0.4011184210526316,0.5087335526315789,0.23269736842105262
17,8,validation,0.4401455026455026,0.580109126984127,0.4401455026455026
18,9,train,0.4845394736842105,0.5134046052631579,0.08453947368421053
19,9,validation,0.5,0.5,0.0
20,-1,test,0.5,0.5,0.0
