epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,212,588,405
0,train,Liberal,279,622,504
0,train,Neutral,69,175,174
0,validation,Conservative,24,148,77
0,validation,Liberal,33,194,69
0,validation,Neutral,11,36,57
1,train,Conservative,224,500,481
1,train,Liberal,280,620,505
1,train,Neutral,69,103,246
1,validation,Conservative,52,158,39
1,validation,Liberal,47,201,48
1,validation,Neutral,22,33,49
2,train,Conservative,503,505,197
2,train,Liberal,442,763,200
2,train,Neutral,107,74,237
2,validation,Conservative,83,117,49
2,validation,Liberal,88,174,34
2,validation,Neutral,29,26,49
3,train,Conservative,786,325,94
3,train,Liberal,575,777,53
3,train,Neutral,137,30,251
3,validation,Conservative,103,119,27
3,validation,Liberal,101,162,33
3,validation,Neutral,47,21,36
4,train,Conservative,883,232,90
4,train,Liberal,375,995,35
4,train,Neutral,102,24,292
4,validation,Conservative,117,110,22
4,validation,Liberal,120,160,16
4,validation,Neutral,52,28,24
-1,test,Conservative,136,86,25
-1,test,Liberal,111,191,22
-1,test,Neutral,37,23,18
