epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.31605019815059443,0.2703587590686523,0.48703764861294574,0.31605019815059443,0.10541516245487365,0.47659574468085103,0.2290653700702323
0,validation,0.4776579352850539,0.41500115644917135,0.6082434514637906,0.4776579352850539,0.2084690553745928,0.6090534979423867,0.42748091603053434
1,train,0.3107661822985469,0.2790729709085295,0.48307463672391027,0.3107661822985469,0.1267409470752089,0.4602316602316603,0.2502463054187192
1,validation,0.46533127889060094,0.45171639420267856,0.5989984591679507,0.46533127889060094,0.4092827004219409,0.5306122448979591,0.4152542372881356
2,train,0.4372523117569353,0.40452382656225166,0.5779392338177015,0.4372523117569353,0.34195839675291734,0.5468267581475129,0.3247863247863248
2,validation,0.47303543913713403,0.3500025697093058,0.6047765793528506,0.47303543913713403,0.031128404669260697,0.632086851628468,0.38679245283018865
3,train,0.5250990752972259,0.5063422106454726,0.6438243064729192,0.5250990752972259,0.45395024006983853,0.5911037891268535,0.473972602739726
3,validation,0.45454545454545453,0.3774975705019025,0.5909090909090909,0.45454545454545453,0.13548387096774192,0.6085790884718499,0.38842975206611574
4,train,0.5680317040951123,0.5557571419166716,0.6760237780713343,0.5680317040951123,0.4947460595446585,0.6308052121617107,0.5417201540436457
4,validation,0.5100154083204931,0.4536575441004295,0.6325115562403698,0.5100154083204931,0.34328358208955223,0.6317241379310345,0.38596491228070173
-1,test,0.5038520801232665,0.4232459490566438,0.6278890600924498,0.5038520801232665,0.3619489559164733,0.6243243243243244,0.2834645669291339
