epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,421,368,416
0,train,Liberal,519,418,468
0,train,Neutral,121,121,176
0,validation,Conservative,100,60,89
0,validation,Liberal,112,76,108
0,validation,Neutral,18,12,74
1,train,Conservative,453,449,303
1,train,Liberal,450,601,354
1,train,Neutral,73,123,222
1,validation,Conservative,60,148,41
1,validation,Liberal,36,206,54
1,validation,Neutral,12,33,59
2,train,Conservative,456,653,96
2,train,Liberal,343,972,90
2,train,Neutral,81,183,154
2,validation,Conservative,80,133,36
2,validation,Liberal,75,182,39
2,validation,Neutral,17,34,53
3,train,Conservative,551,596,58
3,train,Liberal,293,1055,57
3,train,Neutral,74,146,198
3,validation,Conservative,111,111,27
3,validation,Liberal,92,175,29
3,validation,Neutral,28,36,40
4,train,Conservative,715,430,60
4,train,Liberal,225,1128,52
4,train,Neutral,73,121,224
4,validation,Conservative,99,114,36
4,validation,Liberal,77,176,43
4,validation,Neutral,33,27,44
-1,test,Conservative,103,94,50
-1,test,Liberal,84,191,49
-1,test,Neutral,24,28,26
