epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,398,420,387
0,train,Liberal,429,553,423
0,train,Neutral,120,86,212
0,validation,Conservative,89,110,50
0,validation,Liberal,74,159,63
0,validation,Neutral,21,24,59
1,train,Conservative,596,399,210
1,train,Liberal,391,862,152
1,train,Neutral,127,63,228
1,validation,Conservative,100,120,29
1,validation,Liberal,88,173,35
1,validation,Neutral,30,37,37
2,train,Conservative,960,172,73
2,train,Liberal,243,1116,46
2,train,Neutral,86,35,297
2,validation,Conservative,106,114,29
2,validation,Liberal,95,179,22
2,validation,Neutral,32,38,34
3,train,Conservative,1137,47,21
3,train,Liberal,75,1311,19
3,train,Neutral,36,13,369
3,validation,Conservative,115,94,40
3,validation,Liberal,101,165,30
3,validation,Neutral,37,25,42
4,train,Conservative,1167,24,14
4,train,Liberal,32,1358,15
4,train,Neutral,17,8,393
4,validation,Conservative,121,107,21
4,validation,Liberal,102,174,20
4,validation,Neutral,30,35,39
-1,test,Conservative,116,104,27
-1,test,Liberal,104,186,34
-1,test,Neutral,33,18,27
