epoch,loop,f1,roc_auc,accuracy
0,train,0.333553500660502,0.5001651254953765,0.333553500660502
0,validation,0.5,0.5,0.0
1,train,0.30085865257595773,0.47564398943196823,0.30085865257595773
1,validation,0.5001932740626208,0.50115562403698,0.0
2,train,0.40290620871862615,0.5521796565389696,0.40290620871862615
2,validation,0.5079631181894384,0.5312018489984591,0.026194144838212634
3,train,0.404887714663144,0.5536657859973579,0.404887714663144
3,validation,0.46342710997442454,0.5204160246533127,0.1633281972265023
4,train,0.40224570673712023,0.5516842800528401,0.40224570673712023
4,validation,0.4025527736867943,0.4391371340523883,0.053929121725731895
-1,test,0.40536512667660207,0.44607087827426817,0.06471494607087827
