,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.34940789473684214,0.5120559210526316,0.34940789473684214
1,0,validation,0.3551587301587301,0.5163690476190477,0.3551587301587301
2,1,train,0.3868421052631579,0.5401315789473684,0.3868421052631579
3,1,validation,0.4027777777777778,0.5520833333333334,0.4027777777777778
4,2,train,0.4555921052631579,0.5916940789473685,0.4555921052631579
5,2,validation,0.4341931216931217,0.5756448412698413,0.4341931216931217
6,3,train,0.49157894736842106,0.6186842105263157,0.49157894736842106
7,3,validation,0.48478835978835977,0.6135912698412698,0.48478835978835977
8,4,train,0.5415131578947369,0.6561348684210526,0.5415131578947369
9,4,validation,0.49503968253968256,0.6212797619047619,0.49503968253968256
10,5,train,0.6318421052631579,0.7238815789473684,0.6318421052631579
11,5,validation,0.5234788359788359,0.642609126984127,0.5234788359788359
12,6,train,0.7303947368421053,0.797796052631579,0.7303947368421053
13,6,validation,0.509920634920635,0.6324404761904762,0.509920634920635
14,7,train,0.8484868421052632,0.8863651315789475,0.8484868421052632
15,7,validation,0.48776455026455023,0.6158234126984127,0.48776455026455023
16,8,train,0.9180921052631579,0.9385690789473684,0.9180921052631579
17,8,validation,0.5124007936507936,0.6343005952380952,0.5124007936507936
18,9,train,0.9546052631578947,0.9659539473684211,0.9546052631578947
19,9,validation,0.5076058201058201,0.630704365079365,0.5076058201058201
20,-1,test,0.5160383597883598,0.6370287698412698,0.5160383597883598
