epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,328,498,379
0,train,Liberal,386,582,437
0,train,Neutral,132,159,127
0,validation,Conservative,72,112,65
0,validation,Liberal,73,153,70
0,validation,Neutral,34,41,29
1,train,Conservative,377,594,234
1,train,Liberal,363,780,262
1,train,Neutral,113,206,99
1,validation,Conservative,104,101,44
1,validation,Liberal,97,139,60
1,validation,Neutral,41,43,20
2,train,Conservative,465,545,195
2,train,Liberal,442,744,219
2,train,Neutral,140,180,98
2,validation,Conservative,69,108,72
2,validation,Liberal,75,144,77
2,validation,Neutral,28,36,40
3,train,Conservative,469,496,240
3,train,Liberal,379,743,283
3,train,Neutral,109,191,118
3,validation,Conservative,92,95,62
3,validation,Liberal,97,136,63
3,validation,Neutral,36,31,37
4,train,Conservative,456,491,258
4,train,Liberal,378,717,310
4,train,Neutral,117,165,136
4,validation,Conservative,73,96,80
4,validation,Liberal,78,149,69
4,validation,Neutral,25,34,45
-1,test,Conservative,77,94,76
-1,test,Liberal,81,162,81
-1,test,Neutral,21,32,25
