epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,452,16,737
0,train,Liberal,553,19,833
0,train,Neutral,167,8,243
0,validation,Conservative,142,11,96
0,validation,Liberal,149,7,140
0,validation,Neutral,39,3,62
1,train,Conservative,531,9,665
1,train,Liberal,584,28,793
1,train,Neutral,128,15,275
1,validation,Conservative,158,7,84
1,validation,Liberal,168,11,117
1,validation,Neutral,35,2,67
2,train,Conservative,554,18,633
2,train,Liberal,638,42,725
2,train,Neutral,138,13,267
2,validation,Conservative,155,29,65
2,validation,Liberal,150,35,111
2,validation,Neutral,35,9,60
3,train,Conservative,699,71,435
3,train,Liberal,602,183,620
3,train,Neutral,93,62,263
3,validation,Conservative,161,34,54
3,validation,Liberal,153,62,81
3,validation,Neutral,34,15,55
4,train,Conservative,698,193,314
4,train,Liberal,392,499,514
4,train,Neutral,39,73,306
4,validation,Conservative,146,54,49
4,validation,Liberal,123,87,86
4,validation,Neutral,31,15,58
-1,test,Conservative,139,46,62
-1,test,Liberal,147,99,78
-1,test,Neutral,23,14,41
