epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,421,359,425
0,train,Liberal,453,508,444
0,train,Neutral,99,92,227
0,validation,Conservative,119,65,65
0,validation,Liberal,106,109,81
0,validation,Neutral,25,15,64
1,train,Conservative,742,288,175
1,train,Liberal,453,740,212
1,train,Neutral,89,64,265
1,validation,Conservative,112,87,50
1,validation,Liberal,94,152,50
1,validation,Neutral,28,20,56
2,train,Conservative,1032,123,50
2,train,Liberal,209,1137,59
2,train,Neutral,64,33,321
2,validation,Conservative,94,136,19
2,validation,Liberal,80,196,20
2,validation,Neutral,23,50,31
3,train,Conservative,1124,47,34
3,train,Liberal,64,1299,42
3,train,Neutral,26,24,368
3,validation,Conservative,119,109,21
3,validation,Liberal,105,168,23
3,validation,Neutral,37,39,28
4,train,Conservative,1166,20,19
4,train,Liberal,24,1351,30
4,train,Neutral,17,15,386
4,validation,Conservative,113,116,20
4,validation,Liberal,85,190,21
4,validation,Neutral,31,42,31
-1,test,Conservative,114,106,27
-1,test,Liberal,94,213,17
-1,test,Neutral,29,31,18
