epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.37846763540290623,0.3575475400254249,0.5338507265521797,0.37846763540290623,0.34106280193236715,0.4620015048908954,0.269578313253012
0,validation,0.4761171032357473,0.4258895226637162,0.6070878274268106,0.4761171032357473,0.2903225806451613,0.5934065934065933,0.393939393939394
1,train,0.5175033025099075,0.48692774739643835,0.6381274768824305,0.5175033025099075,0.4374127501163331,0.6048682894298099,0.4185022026431718
1,validation,0.4946070878274268,0.4677008553896913,0.6209553158705702,0.4946070878274268,0.4081632653061224,0.5798449612403102,0.4150943396226415
2,train,0.6707397622192867,0.6577066039066929,0.7530548216644648,0.6707397622192867,0.611310592459605,0.7244727150987613,0.6373365041617123
2,validation,0.5238828967642527,0.4901820012535761,0.6429121725731894,0.5238828967642527,0.5019455252918289,0.5822368421052632,0.38636363636363635
3,train,0.8431307793923382,0.8281543259910232,0.8823480845442536,0.8431307793923382,0.83248730964467,0.8709791445740545,0.7809965237543454
3,validation,0.522342064714946,0.48554706020863136,0.6417565485362096,0.522342064714946,0.4968421052631579,0.5916398713826366,0.36815920398009944
4,train,0.9256935270805813,0.9135989994147341,0.944270145310436,0.9256935270805813,0.9239864864864865,0.9425449418399718,0.8742655699177438
4,validation,0.46687211093990755,0.4190564355606014,0.6001540832049306,0.46687211093990755,0.5198098256735341,0.46062992125984253,0.27672955974842767
-1,test,0.5038520801232665,0.4180021999466279,0.6278890600924498,0.5038520801232665,0.5425361155698235,0.5326086956521738,0.1788617886178862
