,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.32743421052631577,0.48899671052631577,0.3011184210526316
1,0,validation,0.2673611111111111,0.4505208333333333,0.2673611111111111
2,1,train,0.3118421052631579,0.48388157894736844,0.3118421052631579
3,1,validation,0.36772486772486773,0.5257936507936508,0.36772486772486773
4,2,train,0.3211184210526316,0.4868914473684211,0.3053289473684211
5,2,validation,0.3091931216931217,0.4818948412698412,0.3091931216931217
6,3,train,0.30855263157894736,0.48141447368421053,0.30855263157894736
7,3,validation,0.32341269841269843,0.49255952380952384,0.32341269841269843
8,4,train,0.3206578947368421,0.49049342105263155,0.3206578947368421
9,4,validation,0.33647486772486773,0.5023561507936508,0.33647486772486773
10,5,train,0.31723684210526315,0.48792763157894736,0.31723684210526315
11,5,validation,0.3118386243386243,0.48387896825396826,0.3118386243386243
12,6,train,0.29289473684210526,0.46967105263157893,0.29289473684210526
13,6,validation,0.3058862433862434,0.47941468253968256,0.3058862433862434
14,7,train,0.32730263157894735,0.4954769736842105,0.32730263157894735
15,7,validation,0.3134920634920635,0.4851190476190476,0.3134920634920635
16,8,train,0.3376973684210526,0.5032730263157895,0.3376973684210526
17,8,validation,0.35962301587301587,0.5197172619047619,0.35962301587301587
18,9,train,0.31006578947368424,0.4825493421052632,0.31006578947368424
19,9,validation,0.26355820105820105,0.44766865079365076,0.26355820105820105
20,-1,test,0.23892195767195765,0.42919146825396826,0.23892195767195765
