,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.38243064729194187,0.5368229854689563,0.38243064729194187
1,0,validation,0.4283513097072419,0.5712634822804313,0.4283513097072419
2,1,train,0.45904887714663145,0.5942866578599736,0.45904887714663145
3,1,validation,0.46070878274268107,0.5955315870570107,0.46070878274268107
4,2,train,0.4966974900924703,0.6225231175693527,0.4966974900924703
5,2,validation,0.43143297380585516,0.5735747303543913,0.43143297380585516
6,3,train,0.5650594451783355,0.6737945838837517,0.5650594451783355
7,3,validation,0.45454545454545453,0.5909090909090909,0.45454545454545453
8,4,train,0.6542272126816381,0.7406704095112285,0.6542272126816381
9,4,validation,0.48382126348228044,0.6128659476117103,0.48382126348228044
10,-1,test,0.4591679506933744,0.5943759630200308,0.4591679506933744
