,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3851315789473684,0.5388486842105263,0.3851315789473684
1,0,validation,0.4837962962962963,0.6128472222222222,0.4837962962962963
2,1,train,0.5588157894736842,0.6691118421052631,0.5588157894736842
3,1,validation,0.5251322751322751,0.6438492063492064,0.5251322751322751
4,2,train,0.7512500000000001,0.8134374999999999,0.7512500000000001
5,2,validation,0.5094246031746031,0.6320684523809523,0.5094246031746031
6,3,train,0.9073684210526316,0.9305263157894738,0.9073684210526316
7,3,validation,0.5226521164021164,0.6419890873015873,0.5226521164021164
8,4,train,0.9390789473684211,0.9543092105263158,0.9390789473684211
9,4,validation,0.5302579365079365,0.6476934523809523,0.5302579365079365
10,-1,test,0.5047949735449736,0.6285962301587302,0.5047949735449736
