,0
0,1.0367851257324219
1,1.0978480577468872
2,1.1209067106246948
3,1.1494232416152954
4,1.202742338180542
5,1.1529772281646729
6,1.0933514833450317
7,1.1047857999801636
8,1.1042498350143433
9,1.0938496589660645
10,1.1079645156860352
11,1.091704249382019
12,1.1336488723754883
13,1.1040723323822021
14,1.0880992412567139
15,1.1173896789550781
16,1.116247534751892
17,1.1281251907348633
18,1.1265833377838135
19,1.0525221824645996
20,1.125128149986267
21,1.0609568357467651
22,1.1616041660308838
23,1.0963146686553955
24,1.1411232948303223
25,1.1085880994796753
26,1.1194499731063843
27,1.0766671895980835
28,1.1389755010604858
29,1.1201969385147095
30,1.1032779216766357
31,1.0896726846694946
32,1.0904524326324463
33,1.1269400119781494
34,1.1086241006851196
35,1.0728645324707031
36,1.096238613128662
37,1.1283111572265625
38,1.142608880996704
39,1.1187454462051392
40,1.080762267112732
41,1.0992470979690552
42,1.086822509765625
43,1.1000219583511353
44,1.0686454772949219
45,1.0829805135726929
46,1.1007204055786133
47,1.0607086420059204
48,1.1273326873779297
49,1.124735951423645
50,1.1290277242660522
51,1.1030209064483643
52,1.1269060373306274
53,1.0756886005401611
54,1.0890796184539795
55,1.0663422346115112
56,1.0544906854629517
57,1.1281640529632568
58,1.0997198820114136
59,1.1188764572143555
60,1.0577521324157715
61,1.112980604171753
62,1.0601329803466797
63,1.0937551259994507
64,1.0937089920043945
65,1.0833598375320435
66,1.1023941040039062
67,1.1148594617843628
68,1.1115763187408447
69,1.1243027448654175
70,1.086025595664978
71,1.1209688186645508
72,1.1117597818374634
73,1.0992635488510132
74,1.0977246761322021
75,1.0720970630645752
76,1.0752315521240234
77,1.1391311883926392
78,1.0944418907165527
79,1.110101580619812
80,1.0739411115646362
81,1.0871131420135498
82,1.0752893686294556
83,1.0936024188995361
84,1.1075202226638794
85,1.1287837028503418
86,1.1076408624649048
87,1.1238837242126465
88,1.0966541767120361
89,1.0800822973251343
90,1.1004315614700317
91,1.1160284280776978
92,1.0869556665420532
93,1.1148195266723633
94,1.071258783340454
95,1.1212408542633057
96,1.1382145881652832
97,1.1469696760177612
98,1.083024263381958
99,1.102966070175171
100,1.0853497982025146
101,1.100966453552246
102,1.0572519302368164
103,1.096855878829956
104,1.096935749053955
105,1.0793534517288208
106,1.1409835815429688
107,1.0953235626220703
108,1.105068564414978
109,1.0789986848831177
110,1.0834091901779175
111,1.090489387512207
112,1.0857075452804565
113,1.1020399332046509
114,1.1137478351593018
115,1.089242935180664
116,1.1124224662780762
117,1.1206871271133423
118,1.0914429426193237
119,1.105381965637207
120,1.1080225706100464
121,1.1026769876480103
122,1.1105784177780151
123,1.1232380867004395
124,1.102474331855774
125,1.0890167951583862
126,1.1008477210998535
127,1.0861265659332275
128,1.0917824506759644
129,1.0614705085754395
130,1.096964716911316
131,1.1041007041931152
132,1.115492582321167
133,1.0570178031921387
134,1.1052476167678833
135,1.1231249570846558
136,1.0972158908843994
137,1.0898873805999756
138,1.0788055658340454
139,1.1201634407043457
140,1.123123288154602
141,1.1095153093338013
142,1.0928704738616943
143,1.0847886800765991
144,1.0393917560577393
145,1.1024454832077026
146,1.0903993844985962
147,1.1025986671447754
148,1.1119391918182373
149,1.1213109493255615
150,1.089880347251892
151,1.0811084508895874
152,1.1184821128845215
153,1.1213047504425049
154,1.1219494342803955
155,1.0793066024780273
156,1.082315444946289
157,1.1134532690048218
158,1.0600792169570923
159,1.0953962802886963
160,1.0980405807495117
161,1.1096775531768799
162,1.1238950490951538
163,1.1049267053604126
164,1.078210473060608
165,1.0893008708953857
166,1.0771303176879883
167,1.1027957201004028
168,1.0945532321929932
169,1.1115963459014893
170,1.0895817279815674
171,1.0924161672592163
172,1.1025489568710327
173,1.0854436159133911
174,1.108932375907898
175,1.0925929546356201
176,1.1046563386917114
177,1.1152061223983765
178,1.102439284324646
179,1.083346962928772
180,1.08854079246521
181,1.0976643562316895
182,1.0705722570419312
183,1.0937749147415161
184,1.0776814222335815
185,1.090967059135437
186,1.0972988605499268
187,1.0754354000091553
188,1.0825146436691284
189,1.095844030380249
