,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3538815789473684,0.5154111842105263,0.3538815789473684
1,0,validation,0.3492063492063492,0.5119047619047619,0.3492063492063492
2,1,train,0.37782894736842104,0.5333717105263158,0.37782894736842104
3,1,validation,0.41980820105820105,0.5648561507936508,0.41980820105820105
4,2,train,0.4369078947368421,0.5776809210526316,0.4369078947368421
5,2,validation,0.43783068783068785,0.5783730158730159,0.43783068783068785
6,3,train,0.47625,0.6071875,0.47625
7,3,validation,0.47883597883597884,0.6091269841269841,0.47883597883597884
8,4,train,0.5507236842105263,0.6630427631578948,0.5507236842105263
9,4,validation,0.47800925925925924,0.6085069444444444,0.47800925925925924
10,5,train,0.6376973684210526,0.7282730263157894,0.6376973684210526
11,5,validation,0.5271164021164021,0.6453373015873016,0.5271164021164021
12,6,train,0.7370394736842105,0.8027796052631578,0.7370394736842105
13,6,validation,0.5257936507936508,0.6443452380952381,0.5257936507936508
14,7,train,0.8279605263157894,0.8709703947368421,0.8279605263157894
15,7,validation,0.5257936507936508,0.6443452380952381,0.5257936507936508
16,8,train,0.8971052631578946,0.9228289473684211,0.8971052631578946
17,8,validation,0.5100859788359788,0.6325644841269841,0.5100859788359788
18,9,train,0.9422368421052632,0.9566776315789475,0.9422368421052632
19,9,validation,0.49503968253968256,0.6212797619047619,0.49503968253968256
20,-1,test,0.5095899470899471,0.6321924603174602,0.5095899470899471
