epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,400,415,390
0,train,Liberal,489,529,387
0,train,Neutral,157,139,122
0,validation,Conservative,81,91,77
0,validation,Liberal,86,120,90
0,validation,Neutral,34,39,31
1,train,Conservative,458,354,393
1,train,Liberal,452,533,420
1,train,Neutral,143,134,141
1,validation,Conservative,88,82,79
1,validation,Liberal,81,136,79
1,validation,Neutral,37,37,30
2,train,Conservative,435,397,373
2,train,Liberal,489,522,394
2,train,Neutral,140,124,154
2,validation,Conservative,91,80,78
2,validation,Liberal,81,136,79
2,validation,Neutral,34,41,29
3,train,Conservative,460,369,376
3,train,Liberal,435,554,416
3,train,Neutral,123,121,174
3,validation,Conservative,98,74,77
3,validation,Liberal,88,132,76
3,validation,Neutral,38,29,37
4,train,Conservative,501,357,347
4,train,Liberal,408,597,400
4,train,Neutral,127,115,176
4,validation,Conservative,95,79,75
4,validation,Liberal,87,131,78
4,validation,Neutral,33,23,48
-1,test,Conservative,100,69,78
-1,test,Liberal,104,143,77
-1,test,Neutral,21,26,31
