epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,449,379,377
0,train,Liberal,456,532,417
0,train,Neutral,126,103,189
0,validation,Conservative,102,70,77
0,validation,Liberal,101,105,90
0,validation,Neutral,22,19,63
1,train,Conservative,615,378,212
1,train,Liberal,337,871,197
1,train,Neutral,91,89,238
1,validation,Conservative,117,105,27
1,validation,Liberal,100,164,32
1,validation,Neutral,24,35,45
2,train,Conservative,987,162,56
2,train,Liberal,170,1175,60
2,train,Neutral,51,40,327
2,validation,Conservative,110,109,30
2,validation,Liberal,116,158,22
2,validation,Neutral,44,25,35
3,train,Conservative,1136,47,22
3,train,Liberal,37,1340,28
3,train,Neutral,14,16,388
3,validation,Conservative,136,100,13
3,validation,Liberal,120,163,13
3,validation,Neutral,41,41,22
4,train,Conservative,1187,12,6
4,train,Liberal,11,1374,20
4,train,Neutral,8,10,400
4,validation,Conservative,125,100,24
4,validation,Liberal,115,159,22
4,validation,Neutral,42,33,29
-1,test,Conservative,133,86,28
-1,test,Liberal,123,175,26
-1,test,Neutral,37,17,24
