epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,341,543,321
0,train,Liberal,332,667,406
0,train,Neutral,124,172,122
0,validation,Conservative,43,96,110
0,validation,Liberal,46,139,111
0,validation,Neutral,17,23,64
1,train,Conservative,236,449,520
1,train,Liberal,182,698,525
1,train,Neutral,86,102,230
1,validation,Conservative,29,131,89
1,validation,Liberal,26,166,104
1,validation,Neutral,12,25,67
2,train,Conservative,261,469,475
2,train,Liberal,141,822,442
2,train,Neutral,69,97,252
2,validation,Conservative,51,124,74
2,validation,Liberal,45,176,75
2,validation,Neutral,7,34,63
3,train,Conservative,319,454,432
3,train,Liberal,97,1080,228
3,train,Neutral,89,55,274
3,validation,Conservative,50,127,72
3,validation,Liberal,42,188,66
3,validation,Neutral,9,39,56
4,train,Conservative,446,334,425
4,train,Liberal,66,1230,109
4,train,Neutral,106,36,276
4,validation,Conservative,68,136,45
4,validation,Liberal,49,200,47
4,validation,Neutral,18,43,43
-1,test,Conservative,52,132,63
-1,test,Liberal,62,215,47
-1,test,Neutral,19,35,24
