epoch,loop,f1,roc_auc,accuracy
0,train,0.39134742404227213,0.5435105680317041,0.39134742404227213
0,validation,0.5038520801232665,0.6278890600924498,0.5038520801232665
1,train,0.5759577278731837,0.6819682959048877,0.5759577278731837
1,validation,0.5038520801232665,0.6278890600924498,0.5038520801232665
2,train,0.7668428005284016,0.8251321003963011,0.7668428005284016
2,validation,0.514637904468413,0.6359784283513098,0.514637904468413
3,train,0.9147952443857331,0.9360964332892999,0.9147952443857331
3,validation,0.4869029275808937,0.6151771956856702,0.4869029275808937
4,train,0.9481505944517834,0.9611129458388376,0.9481505944517834
4,validation,0.5007704160246533,0.6255778120184899,0.5007704160246533
-1,test,0.5177195685670262,0.6382896764252697,0.5177195685670262
