epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,403,391,411
0,train,Liberal,457,505,443
0,train,Neutral,142,121,155
0,validation,Conservative,94,76,79
0,validation,Liberal,93,107,96
0,validation,Neutral,21,20,63
1,train,Conservative,450,366,389
1,train,Liberal,390,602,413
1,train,Neutral,86,88,244
1,validation,Conservative,87,87,75
1,validation,Liberal,67,133,96
1,validation,Neutral,18,16,70
2,train,Conservative,561,337,307
2,train,Liberal,350,739,316
2,train,Neutral,67,78,273
2,validation,Conservative,111,88,50
2,validation,Liberal,83,154,59
2,validation,Neutral,22,25,57
3,train,Conservative,770,269,166
3,train,Liberal,236,1021,148
3,train,Neutral,62,75,281
3,validation,Conservative,115,106,28
3,validation,Liberal,97,156,43
3,validation,Neutral,27,32,45
4,train,Conservative,996,119,90
4,train,Liberal,114,1235,56
4,train,Neutral,50,62,306
4,validation,Conservative,103,114,32
4,validation,Liberal,95,158,43
4,validation,Neutral,21,40,43
-1,test,Conservative,92,114,41
-1,test,Liberal,108,167,49
-1,test,Neutral,24,30,24
