epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3510568031704095,0.333150442987498,0.5132926023778072,0.3510568031704095,0.36520163117353877,0.41701073492981006,0.21723896285914504
0,validation,0.4067796610169492,0.40288577462037595,0.5550847457627118,0.4067796610169492,0.4113785557986871,0.42885771543086176,0.3684210526315789
1,train,0.42800528401585203,0.41496742795196706,0.5710039630118889,0.42800528401585203,0.4223369310183013,0.4892320195042665,0.3333333333333333
1,validation,0.44684129429892144,0.4396995880523713,0.5851309707241911,0.44684129429892144,0.4133016627078385,0.5,0.4057971014492754
2,train,0.5194848084544254,0.5023553586350157,0.6396136063408191,0.5194848084544254,0.5139715987173614,0.5775693630324346,0.4155251141552511
2,validation,0.49614791987673346,0.48223694960645624,0.6221109399075502,0.49614791987673346,0.4774193548387096,0.547069271758437,0.4222222222222222
3,train,0.6842800528401585,0.6564968574703428,0.7632100396301189,0.6842800528401585,0.6775186977562693,0.7371841155234657,0.5547877591312931
3,validation,0.4869029275808937,0.4697386479409264,0.6151771956856702,0.4869029275808937,0.4713114754098361,0.5288135593220339,0.40909090909090906
4,train,0.8378467635402906,0.8071025369418933,0.8783850726552179,0.8378467635402906,0.8422832980972517,0.8755760368663593,0.703448275862069
4,validation,0.46841294298921415,0.44909838988786355,0.6013097072419106,0.46841294298921415,0.44017094017094016,0.5197368421052632,0.38738738738738737
-1,test,0.43605546995377503,0.3888808086887228,0.5770416024653313,0.43605546995377503,0.3906581740976645,0.5259842519685038,0.25
