,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3756578947368421,0.5317434210526316,0.3756578947368421
1,0,validation,0.38855820105820105,0.5414186507936508,0.38855820105820105
2,1,train,0.41407894736842105,0.5605592105263157,0.41407894736842105
3,1,validation,0.40145502645502645,0.5510912698412698,0.40145502645502645
4,2,train,0.44684210526315793,0.5851315789473684,0.44684210526315793
5,2,validation,0.42675264550264547,0.5700644841269841,0.42675264550264547
6,3,train,0.4816447368421053,0.611233552631579,0.4816447368421053
7,3,validation,0.4556878306878307,0.591765873015873,0.4556878306878307
8,4,train,0.5134210526315789,0.6350657894736842,0.5134210526315789
9,4,validation,0.46709656084656087,0.6003224206349207,0.46709656084656087
10,5,train,0.5691447368421053,0.676858552631579,0.5691447368421053
11,5,validation,0.4914021164021164,0.6185515873015873,0.4914021164021164
12,6,train,0.6251973684210526,0.7188980263157894,0.6251973684210526
13,6,validation,0.4608134920634921,0.5956101190476191,0.4608134920634921
14,7,train,0.6808552631578948,0.760641447368421,0.6808552631578948
15,7,validation,0.5107473544973545,0.6330605158730159,0.5107473544973545
16,8,train,0.7372368421052631,0.8029276315789474,0.7372368421052631
17,8,validation,0.46445105820105814,0.5983382936507936,0.46445105820105814
18,9,train,0.7791447368421053,0.8343585526315789,0.7791447368421053
19,9,validation,0.49074074074074076,0.6180555555555556,0.49074074074074076
20,-1,test,0.4740410052910053,0.605530753968254,0.4740410052910053
