epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.39597093791281374,0.37992758921727693,0.5469782034346103,0.39597093791281374,0.36518448438978246,0.4663332050788765,0.30826507818317195
0,validation,0.4437596302003082,0.43856463828352826,0.5828197226502312,0.4437596302003082,0.39569892473118273,0.48556876061120546,0.4344262295081967
1,train,0.5686922060766182,0.5533045879573578,0.6765191545574637,0.5686922060766182,0.493494840735756,0.6374745417515275,0.52894438138479
1,validation,0.48536209553158705,0.4579344825790323,0.6140215716486902,0.48536209553158705,0.3956043956043956,0.5781990521327014,0.39999999999999997
2,train,0.7661822985468957,0.7570860604991329,0.8246367239101717,0.7661822985468957,0.7407407407407407,0.7995650598042771,0.7309523809523808
2,validation,0.5300462249614792,0.49298744682044626,0.6475346687211094,0.5300462249614792,0.4865979381443299,0.6034755134281201,0.3888888888888889
3,train,0.9134742404227213,0.8974078762413106,0.9351056803170409,0.9134742404227213,0.9087136929460581,0.9384395132426627,0.8450704225352113
3,validation,0.5269645608628659,0.4832915401862472,0.6452234206471494,0.5269645608628659,0.5028142589118199,0.5976627712854757,0.3493975903614458
4,train,0.9623513870541611,0.9549395245631729,0.9717635402906208,0.9623513870541611,0.9599669830788279,0.9736091298145506,0.9312424607961399
4,validation,0.514637904468413,0.47956035438925676,0.6359784283513098,0.514637904468413,0.4459770114942529,0.5984732824427481,0.3942307692307692
-1,test,0.5161787365177196,0.45753298242737,0.6371340523882898,0.5161787365177196,0.4232558139534884,0.6284875183553599,0.320855614973262
