,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3351315789473684,0.5013486842105263,0.3351315789473684
1,0,validation,0.3454034391534392,0.5090525793650793,0.3454034391534392
2,1,train,0.3286842105263158,0.4965131578947369,0.3286842105263158
3,1,validation,0.36408730158730157,0.5230654761904762,0.36408730158730157
4,2,train,0.32105263157894737,0.49078947368421055,0.32105263157894737
5,2,validation,0.3468915343915344,0.5101686507936508,0.3468915343915344
6,3,train,0.3416447368421052,0.506233552631579,0.3416447368421052
7,3,validation,0.3305224867724868,0.49789186507936506,0.3305224867724868
8,4,train,0.33401315789473685,0.5005098684210526,0.33401315789473685
9,4,validation,0.29398148148148145,0.47048611111111116,0.29398148148148145
10,-1,test,0.32093253968253965,0.49069940476190477,0.32093253968253965
