epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,372,467,366
0,train,Liberal,393,577,435
0,train,Neutral,127,136,155
0,validation,Conservative,75,90,84
0,validation,Liberal,104,97,95
0,validation,Neutral,29,28,47
1,train,Conservative,319,529,357
1,train,Liberal,334,686,385
1,train,Neutral,113,176,129
1,validation,Conservative,11,186,52
1,validation,Liberal,9,241,46
1,validation,Neutral,8,53,43
2,train,Conservative,360,666,179
2,train,Liberal,358,910,137
2,train,Neutral,155,125,138
2,validation,Conservative,30,194,25
2,validation,Liberal,31,235,30
2,validation,Neutral,17,58,29
3,train,Conservative,531,513,161
3,train,Liberal,301,1038,66
3,train,Neutral,143,55,220
3,validation,Conservative,95,128,26
3,validation,Liberal,99,173,24
3,validation,Neutral,48,30,26
4,train,Conservative,805,277,123
4,train,Liberal,252,1132,21
4,train,Neutral,171,15,232
4,validation,Conservative,129,88,32
4,validation,Liberal,128,142,26
4,validation,Neutral,51,23,30
-1,test,Conservative,136,79,32
-1,test,Liberal,140,148,36
-1,test,Neutral,37,16,25
