,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.33487450462351387,0.5011558784676353,0.33487450462351387
1,0,validation,0.5196036191296854,0.552773497688752,0.0
2,1,train,0.33751651254953763,0.5031373844121532,0.33751651254953763
3,1,validation,0.4866420057542129,0.4969183359013868,0.0061633281972265025
4,2,train,0.3490752972258917,0.5118064729194187,0.3490752972258917
5,2,validation,0.5015197568389058,0.561633281972265,0.14791987673343607
6,3,train,0.3035006605019815,0.47762549537648613,0.3035006605019815
7,3,validation,0.5235320484087853,0.5654853620955316,0.0015408320493066256
8,4,train,0.28632760898282694,0.4647457067371201,0.28632760898282694
9,4,validation,0.5015371102327624,0.5327426810477658,0.020030816640986132
10,-1,test,0.4936061381074169,0.5154083204930663,0.015408320493066256
