epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3474240422721268,0.33818423330171377,0.5105680317040951,0.3474240422721268,0.3840354767184036,0.3677051338306275,0.2628120893561104
0,validation,0.5161787365177196,0.49122938399663624,0.6371340523882898,0.5161787365177196,0.5044722719141324,0.5598591549295775,0.4093567251461988
1,train,0.4633421400264201,0.4350041688628394,0.5975066050198151,0.4633421400264201,0.44106776180698154,0.5135611130679818,0.35038363171355497
1,validation,0.47919876733436056,0.45459448774426753,0.6093990755007703,0.47919876733436056,0.39647577092511016,0.5673076923076923,0.4
2,train,0.5148612945838837,0.4950209361622247,0.6361459709379128,0.5148612945838837,0.44919319668556473,0.581208053691275,0.454661558109834
2,validation,0.4946070878274268,0.45253161740492526,0.6209553158705702,0.4946070878274268,0.34328358208955223,0.6104651162790697,0.40384615384615385
3,train,0.6469616908850726,0.6271368821993096,0.7352212681638044,0.6469616908850726,0.599078341013825,0.7036656389174375,0.5786666666666667
3,validation,0.5130970724191063,0.4746206240496165,0.6348228043143298,0.5130970724191063,0.4631147540983607,0.5971107544141252,0.3636363636363637
4,train,0.7658520475561427,0.7379754536687068,0.8243890356671072,0.7658520475561427,0.7365728900255755,0.8218510786360473,0.6555023923444976
4,validation,0.5161787365177196,0.47940548541172195,0.6371340523882898,0.5161787365177196,0.5037313432835822,0.571912013536379,0.36257309941520466
-1,test,0.5007704160246533,0.43730099574617887,0.6255778120184899,0.5007704160246533,0.4783427495291902,0.580226904376013,0.25333333333333335
