epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3200132100396301,0.3144520224521312,0.4900099075297225,0.3200132100396301,0.39820224719101127,0.31005448241703815,0.23509933774834438
0,validation,0.42989214175654855,0.4189762498788851,0.5724191063174113,0.42989214175654855,0.3675417661097852,0.5179584120982986,0.37142857142857144
1,train,0.36360634081902243,0.35962980516345483,0.5227047556142669,0.36360634081902243,0.4018099547511313,0.38289601554907676,0.2941834451901566
1,validation,0.46841294298921415,0.4557171385114039,0.6013097072419106,0.46841294298921415,0.446351931330472,0.5236363636363637,0.39716312056737585
2,train,0.5013210039630119,0.48599523788241417,0.6259907529722589,0.5013210039630119,0.5279271824575921,0.5368834570056743,0.3931750741839763
2,validation,0.4776579352850539,0.4661841875185031,0.6082434514637906,0.4776579352850539,0.48497854077253216,0.5149253731343284,0.39864864864864863
3,train,0.6446499339498019,0.6068916380405568,0.7334874504623513,0.6446499339498019,0.6857573474001507,0.6704824202780049,0.4644351464435147
3,validation,0.4946070878274268,0.4749969201264396,0.6209553158705702,0.4946070878274268,0.5200764818355641,0.516728624535316,0.3881856540084388
4,train,0.7579260237780714,0.7140123500803016,0.8184445178335535,0.7579260237780714,0.7883211678832116,0.7925983037779492,0.5611175785797438
4,validation,0.5100154083204931,0.4771086070486694,0.6325115562403698,0.5100154083204931,0.5077519379844961,0.563573883161512,0.35999999999999993
-1,test,0.514637904468413,0.4624171547946938,0.6359784283513098,0.514637904468413,0.5209125475285171,0.570480928689884,0.29585798816568043
