,0
0,1.0999549627304077
1,1.0955699682235718
2,1.0843985080718994
3,1.1292227506637573
4,1.1056828498840332
5,1.1010149717330933
6,1.0909175872802734
7,1.1057608127593994
8,1.0986849069595337
9,1.099069356918335
10,1.0986121892929077
11,1.0986121892929077
12,1.0989998579025269
13,1.1006665229797363
14,1.09983229637146
15,1.0979326963424683
16,1.1018916368484497
17,1.0931925773620605
18,1.0839416980743408
19,1.0839630365371704
20,1.1005187034606934
21,1.1008166074752808
22,1.061259150505066
23,1.1010799407958984
24,1.0818756818771362
25,1.1365801095962524
26,1.0929086208343506
27,1.1028625965118408
28,1.0989978313446045
29,1.0732338428497314
30,1.0910042524337769
31,1.0823967456817627
32,1.1181161403656006
33,1.1014411449432373
34,1.0904719829559326
35,1.0886298418045044
36,1.0890111923217773
37,1.0874162912368774
38,1.0831055641174316
39,1.1223227977752686
40,1.1381694078445435
41,1.1006536483764648
42,1.1304208040237427
43,1.0847808122634888
44,1.1130919456481934
45,1.0986121892929077
46,1.0986121892929077
47,1.0986121892929077
48,1.0986121892929077
49,1.0986121892929077
50,1.0986121892929077
51,1.0986121892929077
52,1.0986121892929077
53,1.0986121892929077
54,1.0986121892929077
55,1.0986121892929077
56,1.0986121892929077
57,1.0986121892929077
58,1.0986121892929077
59,1.0986121892929077
60,1.0986121892929077
61,1.0986121892929077
62,1.0986121892929077
63,1.0986121892929077
64,1.0986121892929077
65,1.0986121892929077
66,1.0986121892929077
67,1.0986121892929077
68,1.098595380783081
69,1.0964936017990112
70,1.09359610080719
71,1.110763430595398
72,1.1083124876022339
73,1.1089478731155396
74,1.1023199558258057
75,1.0986121892929077
76,1.0986121892929077
77,1.0986121892929077
78,1.0986121892929077
79,1.0986121892929077
80,1.0986121892929077
81,1.0986121892929077
82,1.0986045598983765
83,1.0983589887619019
84,1.1033196449279785
85,1.0988616943359375
86,1.087167501449585
87,1.09414541721344
88,1.0853376388549805
89,1.0984634160995483
90,1.103085994720459
91,1.1002161502838135
92,1.0981816053390503
93,1.098987340927124
94,1.0978000164031982
95,1.095863938331604
96,1.1004167795181274
97,1.1098096370697021
98,1.0978927612304688
99,1.092600703239441
100,1.08861243724823
101,1.0825704336166382
102,1.0883830785751343
103,1.141231894493103
104,1.1338882446289062
105,1.1273785829544067
106,1.1149019002914429
107,1.0858261585235596
108,1.098422646522522
109,1.098513126373291
110,1.098710060119629
111,1.0987462997436523
112,1.0986121892929077
113,1.0986121892929077
114,1.0986121892929077
115,1.0986121892929077
116,1.0986121892929077
117,1.0986121892929077
118,1.0986121892929077
119,1.0986121892929077
120,1.0986121892929077
121,1.0986121892929077
122,1.0986121892929077
123,1.0986121892929077
124,1.0986121892929077
125,1.0986121892929077
126,1.0986121892929077
127,1.0986121892929077
128,1.0986121892929077
129,1.0986121892929077
130,1.0986121892929077
131,1.0986121892929077
132,1.0986599922180176
133,1.0986121892929077
134,1.0987540483474731
135,1.0986121892929077
136,1.0986121892929077
137,1.0986121892929077
138,1.0986121892929077
139,1.0986121892929077
140,1.0986121892929077
141,1.0986121892929077
142,1.0986121892929077
143,1.0986121892929077
144,1.0986121892929077
145,1.0986121892929077
146,1.0986121892929077
147,1.0986121892929077
148,1.0986121892929077
149,1.0986121892929077
150,1.0986121892929077
151,1.0986573696136475
152,1.0987534523010254
153,1.0986121892929077
154,1.0986121892929077
155,1.0986121892929077
156,1.0986543893814087
157,1.0986121892929077
158,1.0986121892929077
159,1.0986121892929077
160,1.0986121892929077
161,1.0986121892929077
162,1.0986121892929077
163,1.0986121892929077
164,1.0986121892929077
165,1.0986121892929077
166,1.0986121892929077
167,1.0986121892929077
168,1.0986121892929077
169,1.0986121892929077
170,1.0986121892929077
171,1.0986121892929077
172,1.0986121892929077
173,1.0986121892929077
174,1.0986121892929077
175,1.0986121892929077
176,1.0986121892929077
177,1.0986121892929077
178,1.0984768867492676
179,1.0976479053497314
180,1.0963411331176758
181,1.101130485534668
182,1.099048376083374
183,1.096282720565796
184,1.0975781679153442
185,1.1033060550689697
186,1.0878844261169434
187,1.0971038341522217
188,1.0893173217773438
189,1.112045168876648
190,1.092673659324646
191,1.092699646949768
192,1.0841063261032104
193,1.1202526092529297
194,1.0962634086608887
195,1.111367106437683
196,1.1027697324752808
197,1.0968949794769287
198,1.098599910736084
199,1.0986121892929077
200,1.0986121892929077
201,1.0986121892929077
202,1.0986056327819824
203,1.0991058349609375
204,1.0986121892929077
205,1.0986121892929077
206,1.0986121892929077
207,1.0986121892929077
208,1.0986121892929077
209,1.0986121892929077
210,1.0986121892929077
211,1.0986121892929077
