epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,145,598,462
0,train,Liberal,198,716,491
0,train,Neutral,58,209,151
0,validation,Conservative,49,93,107
0,validation,Liberal,69,123,104
0,validation,Neutral,23,26,55
1,train,Conservative,210,741,254
1,train,Liberal,239,941,225
1,train,Neutral,59,247,112
1,validation,Conservative,30,150,69
1,validation,Liberal,38,194,64
1,validation,Neutral,8,33,63
2,train,Conservative,340,741,124
2,train,Liberal,301,1007,97
2,train,Neutral,86,213,119
2,validation,Conservative,47,156,46
2,validation,Liberal,42,197,57
2,validation,Neutral,12,36,56
3,train,Conservative,365,742,98
3,train,Liberal,328,1010,67
3,train,Neutral,104,187,127
3,validation,Conservative,82,114,53
3,validation,Liberal,73,157,66
3,validation,Neutral,22,22,60
4,train,Conservative,557,555,93
4,train,Liberal,422,922,61
4,train,Neutral,122,133,163
4,validation,Conservative,104,115,30
4,validation,Liberal,87,163,46
4,validation,Neutral,26,27,51
-1,test,Conservative,95,94,58
-1,test,Liberal,103,175,46
-1,test,Neutral,21,20,37
