epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,273,416,516
0,train,Liberal,314,484,607
0,train,Neutral,105,123,190
0,validation,Conservative,63,109,77
0,validation,Liberal,66,157,73
0,validation,Neutral,21,32,51
1,train,Conservative,298,478,429
1,train,Liberal,224,708,473
1,train,Neutral,82,163,173
1,validation,Conservative,74,109,66
1,validation,Liberal,72,155,69
1,validation,Neutral,17,32,55
2,train,Conservative,368,520,317
2,train,Liberal,236,861,308
2,train,Neutral,72,151,195
2,validation,Conservative,74,95,80
2,validation,Liberal,62,163,71
2,validation,Neutral,14,29,61
3,train,Conservative,491,470,244
3,train,Liberal,166,1036,203
3,train,Neutral,58,165,195
3,validation,Conservative,106,89,54
3,validation,Liberal,78,152,66
3,validation,Neutral,20,26,58
4,train,Conservative,560,443,202
4,train,Liberal,133,1179,93
4,train,Neutral,53,157,208
4,validation,Conservative,97,114,38
4,validation,Liberal,71,182,43
4,validation,Neutral,22,34,48
-1,test,Conservative,71,122,54
-1,test,Liberal,79,194,51
-1,test,Neutral,17,31,30
