epoch,loop,f1,roc_auc,accuracy
0,train,0.36624834874504625,0.5246862615587847,0.36624834874504625
0,validation,0.41910631741140214,0.5643297380585517,0.41910631741140214
1,train,0.46136063408190225,0.5960204755614267,0.46136063408190225
1,validation,0.4637904468412943,0.5978428351309708,0.4637904468412943
2,train,0.6155878467635403,0.7116908850726552,0.6155878467635403
2,validation,0.5038520801232665,0.6278890600924498,0.5038520801232665
3,train,0.8068031704095112,0.8551023778071336,0.8068031704095112
3,validation,0.4761171032357473,0.6070878274268106,0.4761171032357473
4,train,0.9316380449141347,0.9487285336856011,0.9316380449141347
4,validation,0.4915254237288136,0.6186440677966102,0.4915254237288136
-1,test,0.5007704160246533,0.6255778120184899,0.5007704160246533
