epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,614,280,311
0,train,Liberal,682,339,384
0,train,Neutral,201,98,119
0,validation,Conservative,105,94,50
0,validation,Liberal,106,128,62
0,validation,Neutral,29,27,48
1,train,Conservative,605,507,93
1,train,Liberal,566,719,120
1,train,Neutral,152,152,114
1,validation,Conservative,130,100,19
1,validation,Liberal,129,142,25
1,validation,Neutral,35,39,30
2,train,Conservative,635,496,74
2,train,Liberal,399,943,63
2,train,Neutral,145,121,152
2,validation,Conservative,132,83,34
2,validation,Liberal,112,152,32
2,validation,Neutral,26,32,46
3,train,Conservative,772,352,81
3,train,Liberal,310,1029,66
3,train,Neutral,132,85,201
3,validation,Conservative,82,100,67
3,validation,Liberal,68,167,61
3,validation,Neutral,19,26,59
4,train,Conservative,889,229,87
4,train,Liberal,193,1159,53
4,train,Neutral,98,79,241
4,validation,Conservative,96,123,30
4,validation,Liberal,78,188,30
4,validation,Neutral,23,45,36
-1,test,Conservative,95,116,36
-1,test,Liberal,78,211,35
-1,test,Neutral,28,23,27
