epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,448,433,324
0,train,Liberal,485,598,322
0,train,Neutral,115,109,194
0,validation,Conservative,121,92,36
0,validation,Liberal,117,136,43
0,validation,Neutral,40,17,47
1,train,Conservative,604,449,152
1,train,Liberal,487,773,145
1,train,Neutral,114,85,219
1,validation,Conservative,140,84,25
1,validation,Liberal,127,141,28
1,validation,Neutral,27,34,43
2,train,Conservative,789,352,64
2,train,Liberal,310,1032,63
2,train,Neutral,79,59,280
2,validation,Conservative,152,80,17
2,validation,Liberal,123,145,28
2,validation,Neutral,35,33,36
3,train,Conservative,1035,122,48
3,train,Liberal,126,1233,46
3,train,Neutral,37,38,343
3,validation,Conservative,120,102,27
3,validation,Liberal,103,169,24
3,validation,Neutral,28,36,40
4,train,Conservative,1114,67,24
4,train,Liberal,62,1320,23
4,train,Neutral,30,22,366
4,validation,Conservative,87,142,20
4,validation,Liberal,80,200,16
4,validation,Neutral,26,46,32
-1,test,Conservative,81,139,27
-1,test,Liberal,80,223,21
-1,test,Neutral,25,34,19
