epoch,loop,f1,roc_auc,accuracy
0,train,0.36492734478203437,0.5236955085865257,0.36492734478203437
0,validation,0.4437596302003082,0.5828197226502312,0.4437596302003082
1,train,0.5019815059445178,0.6264861294583884,0.5019815059445178
1,validation,0.5084745762711864,0.6313559322033898,0.5084745762711864
2,train,0.6129458388375165,0.7097093791281375,0.6129458388375165
2,validation,0.49614791987673346,0.6221109399075502,0.49614791987673346
3,train,0.7708058124174373,0.8281043593130779,0.7708058124174373
3,validation,0.4884437596302003,0.6163328197226502,0.4884437596302003
4,train,0.9141347424042272,0.9356010568031704,0.9141347424042272
4,validation,0.47919876733436056,0.6093990755007703,0.47919876733436056
-1,test,0.5300462249614792,0.6475346687211094,0.5300462249614792
