epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,470,366,369
0,train,Liberal,475,460,470
0,train,Neutral,119,130,169
0,validation,Conservative,93,76,80
0,validation,Liberal,85,124,87
0,validation,Neutral,17,17,70
1,train,Conservative,476,431,298
1,train,Liberal,381,733,291
1,train,Neutral,78,93,247
1,validation,Conservative,130,92,27
1,validation,Liberal,111,142,43
1,validation,Neutral,33,27,44
2,train,Conservative,709,368,128
2,train,Liberal,301,990,114
2,train,Neutral,66,85,267
2,validation,Conservative,131,87,31
2,validation,Liberal,102,156,38
2,validation,Neutral,31,32,41
3,train,Conservative,996,155,54
3,train,Liberal,158,1205,42
3,train,Neutral,36,33,349
3,validation,Conservative,121,95,33
3,validation,Liberal,107,163,26
3,validation,Neutral,31,38,35
4,train,Conservative,1147,38,20
4,train,Liberal,33,1353,19
4,train,Neutral,16,13,389
4,validation,Conservative,91,133,25
4,validation,Liberal,74,197,25
4,validation,Neutral,32,44,28
-1,test,Conservative,98,123,26
-1,test,Liberal,72,223,29
-1,test,Neutral,25,33,20
