,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.41151315789473686,0.48363486842105263,0.11151315789473684
1,0,validation,0.5,0.5,0.0
2,1,train,0.4825657894736842,0.49481907894736843,0.014144736842105264
3,1,validation,0.5,0.5,0.0
4,2,train,0.48585526315789473,0.4959703947368421,0.012171052631578947
5,2,validation,0.5,0.5,0.0
6,3,train,0.47269736842105264,0.49268092105263156,0.02532894736842105
7,3,validation,0.5,0.5,0.0
8,4,train,0.44703947368421054,0.4879111842105263,0.05756578947368421
9,4,validation,0.2599206349206349,0.44494047619047616,0.2599206349206349
10,5,train,0.39960526315789474,0.47601973684210525,0.10486842105263158
11,5,validation,0.28158068783068785,0.4611855158730159,0.28158068783068785
12,6,train,0.4267763157894737,0.48324013157894735,0.07940789473684211
13,6,validation,0.2576058201058201,0.44320436507936506,0.2576058201058201
14,7,train,0.39453947368421055,0.4840625,0.14717105263157895
15,7,validation,0.28207671957671954,0.4615575396825397,0.28207671957671954
16,8,train,0.3879605263157895,0.47518092105263154,0.12480263157894736
17,8,validation,0.2718253968253968,0.4538690476190476,0.2718253968253968
18,9,train,0.4299342105263158,0.48692434210526314,0.08782894736842105
19,9,validation,0.27910052910052907,0.45932539682539686,0.27910052910052907
20,-1,test,0.25148809523809523,0.43861607142857145,0.25148809523809523
