epoch,loop,f1,roc_auc,accuracy
0,train,0.3893659180977543,0.5420244385733157,0.3893659180977543
0,validation,0.44992295839753466,0.587442218798151,0.44992295839753466
1,train,0.42536327608982827,0.5690224570673712,0.42536327608982827
1,validation,0.46070878274268107,0.5955315870570107,0.46070878274268107
2,train,0.4105019815059445,0.5578764861294584,0.4105019815059445
2,validation,0.4406779661016949,0.5805084745762712,0.4406779661016949
3,train,0.39233817701453105,0.5442536327608983,0.39233817701453105
3,validation,0.2942989214175655,0.4707241910631741,0.2942989214175655
4,train,0.40918097754293264,0.5568857331571995,0.40918097754293264
4,validation,0.3359013867488444,0.5019260400616332,0.3359013867488444
-1,test,0.31587057010785824,0.4869029275808936,0.31587057010785824
