epoch,loop,f1,roc_auc,accuracy
0,train,0.3880449141347424,0.5410336856010568,0.3880449141347424
0,validation,0.4406779661016949,0.5805084745762712,0.4406779661016949
1,train,0.48811096433289297,0.6160832232496697,0.48811096433289297
1,validation,0.4930662557781202,0.6197996918335902,0.4930662557781202
2,train,0.6525759577278731,0.7394319682959049,0.6525759577278731
2,validation,0.5007704160246533,0.6255778120184899,0.5007704160246533
3,train,0.8170409511228534,0.86278071334214,0.8170409511228534
3,validation,0.49614791987673346,0.6221109399075502,0.49614791987673346
4,train,0.9035667107001321,0.9276750330250991,0.9035667107001321
4,validation,0.4869029275808937,0.6151771956856702,0.4869029275808937
-1,test,0.48073959938366717,0.6105546995377504,0.48073959938366717
