epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,440,392,373
0,train,Liberal,504,461,440
0,train,Neutral,143,124,151
0,validation,Conservative,85,79,85
0,validation,Liberal,87,111,98
0,validation,Neutral,19,20,65
1,train,Conservative,443,472,290
1,train,Liberal,424,628,353
1,train,Neutral,103,133,182
1,validation,Conservative,57,112,80
1,validation,Liberal,69,144,83
1,validation,Neutral,14,19,71
2,train,Conservative,381,585,239
2,train,Liberal,351,824,230
2,train,Neutral,80,132,206
2,validation,Conservative,74,117,58
2,validation,Liberal,74,154,68
2,validation,Neutral,16,22,66
3,train,Conservative,429,587,189
3,train,Liberal,322,916,167
3,train,Neutral,81,128,209
3,validation,Conservative,70,120,59
3,validation,Liberal,66,163,67
3,validation,Neutral,21,21,62
4,train,Conservative,547,501,157
4,train,Liberal,358,924,123
4,train,Neutral,92,107,219
4,validation,Conservative,100,104,45
4,validation,Liberal,94,160,42
4,validation,Neutral,30,27,47
-1,test,Conservative,83,103,61
-1,test,Liberal,109,163,52
-1,test,Neutral,21,24,33
