,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3405921052631579,0.5054440789473684,0.3405921052631579
1,0,validation,0.382771164021164,0.537078373015873,0.382771164021164
2,1,train,0.39151315789473684,0.5436348684210527,0.39151315789473684
3,1,validation,0.4029431216931217,0.5522073412698413,0.4029431216931217
4,2,train,0.43782894736842104,0.5783717105263158,0.43782894736842104
5,2,validation,0.46395502645502645,0.5979662698412698,0.46395502645502645
6,3,train,0.506578947368421,0.6299342105263158,0.506578947368421
7,3,validation,0.49867724867724866,0.6240079365079365,0.49867724867724866
8,4,train,0.5888157894736842,0.6916118421052632,0.5888157894736842
9,4,validation,0.5152116402116402,0.6364087301587302,0.5152116402116402
10,5,train,0.6646052631578948,0.7484539473684211,0.6646052631578948
11,5,validation,0.5009920634920635,0.6257440476190477,0.5009920634920635
12,6,train,0.7567763157894737,0.8175822368421052,0.7567763157894737
13,6,validation,0.5271164021164021,0.6453373015873016,0.5271164021164021
14,7,train,0.8467763157894737,0.8850822368421053,0.8467763157894737
15,7,validation,0.5205026455026455,0.6403769841269841,0.5205026455026455
16,8,train,0.930921052631579,0.9481907894736842,0.930921052631579
17,8,validation,0.5241402116402116,0.6431051587301587,0.5241402116402116
18,9,train,0.9600000000000001,0.9700000000000001,0.9600000000000001
19,9,validation,0.49503968253968256,0.6212797619047619,0.49503968253968256
20,-1,test,0.4811507936507936,0.6108630952380952,0.4811507936507936
