epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,403,380,422
0,train,Liberal,423,513,469
0,train,Neutral,104,101,213
0,validation,Conservative,79,136,34
0,validation,Liberal,57,184,55
0,validation,Neutral,20,30,54
1,train,Conservative,498,491,216
1,train,Liberal,304,885,216
1,train,Neutral,73,83,262
1,validation,Conservative,109,123,17
1,validation,Liberal,91,188,17
1,validation,Neutral,37,40,27
2,train,Conservative,901,226,78
2,train,Liberal,190,1161,54
2,train,Neutral,75,42,301
2,validation,Conservative,122,104,23
2,validation,Liberal,110,161,25
2,validation,Neutral,37,33,34
3,train,Conservative,1084,79,42
3,train,Liberal,60,1311,34
3,train,Neutral,42,30,346
3,validation,Conservative,138,77,34
3,validation,Liberal,113,158,25
3,validation,Neutral,30,37,37
4,train,Conservative,1161,30,14
4,train,Liberal,29,1356,20
4,train,Neutral,16,13,389
4,validation,Conservative,104,115,30
4,validation,Liberal,83,193,20
4,validation,Neutral,36,35,33
-1,test,Conservative,115,109,23
-1,test,Liberal,89,215,20
-1,test,Neutral,22,34,22
