,filename,n_samples,epoch,time,f1_macro,n_estimators,criterion,max_depth,iteration
432,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,0,53.93246126174927,0.5949644225506295,340,entropy,90,1.0
433,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,1,33.164018869400024,0.5551419906258616,120,entropy,90,1.0
434,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,2,33.58799886703491,0.624661331550318,230,log_loss,60,1.0
435,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,3,30.17245960235596,0.5966080789392537,10,entropy,30,1.0
436,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,4,30.386106252670288,0.6757278208440999,120,log_loss,90,1.0
437,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,5,48.45624995231629,0.5651515151515151,340,gini,30,1.0
438,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,0,92.24412369728088,0.6226001511715797,780,gini,60,1.0
439,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,1,38.06027412414551,0.6234309913431616,340,entropy,90,1.0
440,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,2,34.76633024215698,0.7356487275761369,10,log_loss,30,1.0
441,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,3,28.2617666721344,0.6011204481792717,230,entropy,30,1.0
442,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,4,42.86119604110718,0.668212739641311,230,log_loss,90,1.0
443,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,5,66.33675861358643,0.6146633289490432,10,entropy,30,1.0
444,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,0,41.64629030227661,0.5182563570316554,450,log_loss,60,1.0
445,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,1,44.99199461936951,0.7165869911632624,120,log_loss,90,1.0
446,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,2,94.56448698043825,0.6520305091733664,780,log_loss,90,1.0
447,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,3,85.18522787094116,0.5802809066889166,230,entropy,60,1.0
448,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,4,74.72101163864136,0.5258145363408521,780,entropy,30,1.0
449,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,5,36.16002178192139,0.6416574381690661,10,gini,90,1.0
450,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,0,66.81440997123718,0.5602175602175602,230,gini,30,2.0
451,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,1,29.10690140724182,0.4370003159096984,120,entropy,60,2.0
452,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,2,57.1460325717926,0.538243935983996,780,entropy,30,2.0
453,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,3,61.83206367492676,0.6811954560967286,450,entropy,30,2.0
454,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,4,42.96743965148926,0.5672672246654371,450,entropy,60,2.0
455,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,5,32.64486122131348,0.5919463553609895,10,entropy,90,2.0
456,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,0,35.06321907043457,0.6762567029925618,340,entropy,60,2.0
457,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,1,74.7755217552185,0.5965788392291245,560,entropy,60,2.0
458,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,2,67.50053358078003,0.6148344181389028,560,entropy,30,2.0
459,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,3,50.43810820579529,0.5971177944862155,450,entropy,30,2.0
460,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,4,45.35800266265869,0.6123077823888047,450,log_loss,90,2.0
461,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,5,31.178845643997192,0.7061172601528279,230,log_loss,90,2.0
462,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,0,52.04350161552429,0.6137799106185788,890,entropy,30,2.0
463,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,1,48.95727181434631,0.6667012627573085,10,entropy,30,2.0
464,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,2,63.68881964683533,0.644184946705955,670,log_loss,90,2.0
465,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,3,43.89078521728516,0.6511049439819098,340,log_loss,90,2.0
466,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,4,51.31839060783386,0.581120127219418,10,entropy,30,2.0
467,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,5,38.94674634933472,0.6341789992952783,10,gini,90,2.0
468,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,0,24.92103123664856,0.5971283783783784,10,entropy,60,3.0
469,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,1,61.91230225563049,0.6494708994708994,120,entropy,60,3.0
470,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,2,38.63153910636902,0.5725202901673491,230,log_loss,60,3.0
471,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,3,30.892120361328125,0.50989898989899,450,gini,90,3.0
472,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,4,41.11011481285095,0.651319773048373,120,gini,30,3.0
473,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,100,5,41.76825022697449,0.594032827120724,780,gini,30,3.0
474,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,0,43.73749589920044,0.6152361653881412,340,log_loss,30,3.0
475,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,1,23.878061771392822,0.5212968656297208,120,entropy,30,3.0
476,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,2,71.496821641922,0.6163793103448275,780,entropy,60,3.0
477,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,3,81.19457817077637,0.6054972039371865,120,gini,30,3.0
478,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,4,37.25703144073486,0.6055555555555556,10,gini,90,3.0
479,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,200,5,89.7482123374939,0.637564669202042,10,log_loss,60,3.0
480,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,0,54.34944343566895,0.5841380841380841,10,gini,30,3.0
481,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,1,61.56256318092346,0.7477954144620811,120,log_loss,30,3.0
482,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,2,58.8738808631897,0.5636126791141989,340,gini,60,3.0
483,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,3,56.32514429092407,0.6096681096681097,10,log_loss,90,3.0
484,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,4,35.72781229019165,0.6647641512745449,10,gini,90,3.0
485,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-04-data,300,5,68.11407256126404,0.7766866703036915,230,log_loss,90,3.0
486,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,0,72.65972638130188,0.475438596491228,670,log_loss,90,1.0
487,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,1,43.10518932342529,0.585075493612079,670,entropy,60,1.0
488,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,2,40.57517099380493,0.7716276477146042,230,gini,30,1.0
489,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,3,45.25546789169312,0.7226768503364248,10,entropy,60,1.0
490,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,4,27.901477575302124,0.7680672268907562,230,entropy,90,1.0
491,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,5,28.04953646659851,0.6171717171717171,120,gini,60,1.0
492,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,0,38.77033495903015,0.6666666666666666,120,gini,30,1.0
493,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,1,68.51679968833923,0.7102604997341838,230,entropy,30,1.0
494,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,2,65.88886547088623,0.5937801932367149,340,log_loss,90,1.0
495,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,3,92.56723165512084,0.7263157894736842,450,entropy,90,1.0
496,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,4,56.194451332092285,0.7031054966538838,560,entropy,60,1.0
497,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,200,5,68.50285983085632,0.638095238095238,670,log_loss,90,1.0
498,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,0,63.258875131607056,0.6020408163265306,340,gini,60,1.0
499,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,1,44.74252915382385,0.6102525264478261,340,entropy,30,1.0
500,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,2,37.93255424499512,0.6115800745910417,230,gini,30,1.0
501,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,3,63.85045266151428,0.7112202218585196,560,gini,90,1.0
502,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,4,67.14474654197693,0.661906868010362,230,gini,60,1.0
503,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,300,5,82.02347254753113,0.5920749942489073,230,log_loss,30,1.0
504,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,100,0,43.766929388046265,0.4790420392640559,10,entropy,90,2.0
