filename,n_samples,epoch,time,f1_macro,hidden_layer_sizes,max_iter,early_stopping
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,0.3898980617523193,0.2306878306878307,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,0.1510317325592041,0.1831396614005309,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,0.308579683303833,0.4707686884971195,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,0.6471834182739258,0.4468015286356664,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,0.3606302738189697,0.4683540641447534,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,0.3244252204895019,0.5037503773289836,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,1.154808521270752,0.4729352955787382,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,1.9455974102020264,0.5108975416597921,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,1.2499160766601562,0.4446629393997814,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,2.5417122840881348,0.4699251141149951,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,1.5065703392028809,0.4869566576389233,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,1.5303480625152588,0.4429817581193107,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,2.605423927307129,0.4643909654662343,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,2.6522696018218994,0.476174898012126,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,2.6412055492401123,0.5423659673659674,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,1.7451581954956057,0.4565593094868805,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,1.0508413314819336,0.5072445017737272,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,2.224135160446167,0.5236592245680113,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,0.3246755599975586,0.2967088635160712,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,0.1405870914459228,0.2525568700962621,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,0.2511940002441406,0.3878678085199824,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,0.2542417049407959,0.4051651122371545,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,0.9607334136962892,0.4829922679229672,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,0.3228566646575928,0.4165371665371665,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,1.3576185703277588,0.3960075822894414,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,0.8305320739746094,0.4320704534464159,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,1.1453611850738523,0.4868044515103338,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,0.7637627124786377,0.4765599695805645,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,1.5586767196655271,0.53919895761856,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,0.4816892147064209,0.4504838857170463,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,1.5601787567138672,0.4749811591916855,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,1.566591739654541,0.5082626469441195,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,1.238969326019287,0.5042428623175361,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,2.448533296585083,0.5169142349713735,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,1.7608826160430908,0.5708882362067397,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,2.258618831634521,0.4461270436880193,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,0.5303089618682861,0.4038382061612247,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,0.557253360748291,0.3967916826125781,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,0.2544007301330566,0.2995389370218371,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,0.3303365707397461,0.4740356571973415,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,0.1681151390075683,0.4489758228888663,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,0.553769588470459,0.4268007532021436,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,0.6471507549285889,0.412153578121027,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,1.9475514888763428,0.5253566066066067,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,1.2407948970794678,0.3786155079268467,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,1.1464223861694336,0.5456655334273138,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,0.7520723342895508,0.4601596980255517,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,1.480405569076538,0.5329040620762441,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,1.0730133056640625,0.4737036252634751,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,0.7607111930847168,0.4809818510534733,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,2.423702478408813,0.4915721586337859,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,1.6490633487701416,0.4483947700239835,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,2.850380182266236,0.5182241631797342,(),1000,True
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,1.5437581539154053,0.5746990601326164,(),1000,True
