filename,n_samples,epoch,time,f1_macro,n_estimators,criterion,max_depth
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,81.63232088088989,0.4938286215209292,60,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,89.53772401809692,0.5413115729176949,610,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,124.1459903717041,0.5323257189223385,360,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,75.35555815696716,0.5135338491308008,360,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,123.96447086334229,0.4985181324345298,60,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,79.76666927337646,0.531934240935593,210,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,231.37143540382385,0.4679327396575106,110,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,165.1724715232849,0.4554085591319634,560,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,317.4411311149597,0.5425140952219518,210,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,212.8515284061432,0.535888712649469,60,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,232.00554776191711,0.5394291265219632,910,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,132.2706868648529,0.5710821179293911,260,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,308.27963876724243,0.4429656207494958,610,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,517.0626873970032,0.4736070030187678,610,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,420.52422404289246,0.5298363718509728,410,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,349.7130675315857,0.5268575216761745,460,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,324.2552571296692,0.5062758790908165,310,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,421.76818442344666,0.5024132174103857,160,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,181.110696554184,0.4881535397568988,160,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,131.1926071643829,0.5033381619455121,510,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,210.01100373268127,0.5395299145299145,360,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,73.480544090271,0.5420624784609459,160,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,89.38473582267761,0.5020864639655455,260,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,79.70220708847046,0.5459772917530215,460,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,242.2225315570832,0.4746993795542615,210,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,231.69231009483337,0.4534339519264143,460,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,164.0950665473938,0.4949358803128736,410,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,241.92914938926697,0.5605383042428095,110,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,213.9094021320343,0.5464991985361526,660,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,138.36892890930176,0.5814706740079875,160,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,312.27030992507935,0.522914893068132,210,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,395.0128304958344,0.4970568899686097,260,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,324.7244122028351,0.4962787940204259,560,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,303.96345496177673,0.4982451937628069,460,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,277.5969202518463,0.5576786762331222,610,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,306.57618284225464,0.5329749846849711,10,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,0,174.99069929122925,0.5204816526850425,60,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,1,220.40173411369324,0.4413193194983806,810,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,2,112.90131855010986,0.5688459730198673,60,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,3,135.6690273284912,0.5582833794823455,160,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,4,102.36883616447447,0.5325247978661332,360,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,500,5,155.33329224586487,0.5391555790949117,60,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,0,440.8751299381256,0.4800546634587304,360,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,1,237.11256098747253,0.4733143630654744,60,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,2,206.857988357544,0.4986784856159491,960,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,3,346.7887454032898,0.5431275622374442,110,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,4,231.07048726081848,0.5287404233374432,660,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1000,5,188.27540636062625,0.5016788086034295,360,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,0,451.13508915901184,0.4539664615118881,960,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,1,357.5895299911499,0.4895501184663589,660,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,2,373.7915427684784,0.4998356836076335,60,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,3,261.4534192085266,0.592065043677947,310,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,4,234.3355016708374,0.5358411511940809,410,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-1e-05-data,1500,5,389.8320152759552,0.4658807111092596,460,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,0,141.6917281150818,0.448503079787996,860,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,1,162.8797264099121,0.4644251717781129,910,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,2,139.7735915184021,0.513565078341066,60,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,3,119.08858561515808,0.5005340903845266,610,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,4,170.18822598457336,0.4867918011941329,910,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,5,134.64544916152954,0.5241063950527263,610,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,0,351.5412046909332,0.4558958472534369,660,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,1,210.5977084636688,0.5068583631513021,710,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,2,173.96393728256226,0.5303082603393487,760,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,3,180.70590782165527,0.5512549179215845,760,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,4,417.3390989303589,0.5291579558652729,60,entropy,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,5,181.7393567562104,0.482374618275781,360,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,0,642.3068451881409,0.45881757572381,260,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,1,430.5592353343964,0.4954987723083102,710,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,2,257.993620634079,0.5156359679621083,410,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,3,466.13761711120605,0.524882687076132,10,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,4,252.1408944129944,0.5384536710623667,110,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,5,325.6292700767517,0.5173548692814509,160,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,0,78.72180151939392,0.4854665453150848,110,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,1,163.26902508735657,0.4664206452653713,910,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,2,95.95880341529846,0.5120176355057745,210,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,3,123.04043984413148,0.5278760045228581,60,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,4,75.75474500656128,0.5748278805904384,60,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,5,167.4785726070404,0.5030797879959891,10,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,0,177.22389316558838,0.4481315158931823,310,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,1,213.98322463035583,0.5184758164434159,360,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,2,198.54573965072632,0.5607355607355607,110,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,3,264.1577973365784,0.4952851860428085,610,log_loss,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,4,137.4622039794922,0.5006440423779884,260,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1000,5,220.2330248355865,0.5184324913262978,60,entropy,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,0,483.11044335365295,0.5048864877431757,710,log_loss,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,1,317.9844393730164,0.4484205990088343,360,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,2,255.04264903068545,0.5385172550868532,10,gini,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,3,249.99297094345093,0.5413896198209924,160,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,4,288.95099806785583,0.4975950554953295,560,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,1500,5,211.07152366638184,0.5473734884226215,360,entropy,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,0,183.17100763320923,0.5024533359433759,660,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,1,84.72716999053955,0.4791397452677075,460,log_loss,30
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,2,78.90372681617737,0.51683478680131,10,gini,60
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,3,64.39631462097168,0.5202520427142315,60,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,4,90.98517513275146,0.5555741985785941,110,gini,90
src3/2025-05-05-answerdotai/ModernBERT-base-2e-05-data,500,5,81.65248489379883,0.5290966356594833,710,gini,90
