filename,n_samples,epoch,time,f1_macro,hidden_layer_sizes,max_iter,early_stopping
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,0,0.0655052661895752,0.4857982232879689,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,1,0.1307792663574218,0.5055555555555555,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,2,0.0761406421661377,0.6188930117501545,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,3,0.0442020893096923,0.6125730071587331,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,4,0.0565884113311767,0.6158709860755897,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,5,0.0701470375061035,0.5872153209109731,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,0,0.1037290096282959,0.6252658160552897,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,1,0.1837372779846191,0.5676538908246226,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,2,0.1671996116638183,0.7005847953216374,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,3,0.1263582706451416,0.6267994409503843,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,4,0.0839960575103759,0.4813022700119474,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,5,0.09525728225708,0.6573512390355464,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,0,0.2271356582641601,0.608103810629943,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,1,0.1945183277130127,0.673724317202578,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,2,0.3166966438293457,0.638095238095238,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,3,0.2595412731170654,0.6039975921614702,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,4,0.1395854949951172,0.5080330004342163,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,5,0.256631851196289,0.6282231018747595,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,0,0.419490098953247,0.509448192354264,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,1,0.2586705684661865,0.6866666666666666,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,2,0.1478269100189209,0.637506284565108,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,3,0.2384531497955322,0.670927616185628,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,4,0.3991153240203857,0.7654320987654321,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,5,0.3038969039916992,0.7006225240520655,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,0,0.0672650337219238,0.3944444444444444,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,1,0.0464789867401123,0.3937421777221527,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,2,0.0635621547698974,0.5493266412255959,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,3,0.0317320823669433,0.5861344537815126,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,4,0.0206193923950195,0.4451330278916486,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,5,0.02610445022583,0.4848484848484848,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,0,0.0547945499420166,0.5187666135034557,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,1,0.0839214324951171,0.457276788984106,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,2,0.0991671085357666,0.4516101890999347,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,3,0.0805633068084716,0.6026021838262979,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,4,0.1232478618621826,0.5453423120089786,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,5,0.1540055274963379,0.6353874883286648,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,0,0.2348604202270507,0.6235916588857765,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,1,0.1912777423858642,0.6432588432588433,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,2,0.2094793319702148,0.7041922460040927,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,3,0.2626676559448242,0.6549851286693391,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,4,0.2181980609893798,0.6764102564102564,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,5,0.149122953414917,0.6365533691115086,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,0,0.3669025897979736,0.5852229545799997,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,1,0.138700246810913,0.6170719602977668,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,2,0.4236974716186523,0.5878304534042239,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,3,0.1586618423461914,0.5284511784511784,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,4,0.2702386379241943,0.7365510410433131,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,5,0.5248358249664307,0.6007011796485481,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,0,0.0325801372528076,0.6107304460245637,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,1,0.0334548950195312,0.4521642833068515,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,2,0.0352454185485839,0.5255224469959298,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,3,0.0738492012023925,0.442672114346244,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,4,0.0549988746643066,0.6587726475745179,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,500,5,0.0643503665924072,0.4733221624481876,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,0,0.1299512386322021,0.5030368062290639,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,1,0.0995087623596191,0.4493222236040293,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,2,0.0840256214141845,0.753623188405797,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,3,0.0726542472839355,0.5015873015873016,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,4,0.1571056842803955,0.7309508089649933,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1000,5,0.0442180633544921,0.5540610183467326,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,0,0.2553884983062744,0.5753968253968255,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,1,0.2189433574676513,0.5819916517590936,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,2,0.2409448623657226,0.6093189964157705,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,3,0.2351112365722656,0.6814750290360045,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,4,0.2869429588317871,0.641144252572824,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,1500,5,0.1063885688781738,0.6047619047619047,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,0,0.2259948253631591,0.6257455232283607,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,1,0.3728477954864502,0.6392886683209263,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,2,0.5049138069152832,0.6409178896983776,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,3,0.3806157112121582,0.7812451590916133,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,4,0.2618999481201172,0.6924603174603176,(),1000,True
src3/319_models/2025-06-09-answerdotai/ModernBERT-base-0.0001-data,2000,5,0.2380826473236084,0.7321428571428571,(),1000,True
