,Unnamed: 0,filename,n_samples,epoch,time,f1_macro,n_neighbors,metric,iteration
90,90,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,0,1.3294939994812012,0.5466719208008407,4,l1,1.0
91,91,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,1,1.7119221687316897,0.501690582220023,1,l1,1.0
92,92,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,2,1.3328006267547607,0.5307169021454735,13,l1,1.0
93,93,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,3,1.417682409286499,0.5070921985815603,2,l1,1.0
94,94,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,4,1.68340802192688,0.5416666666666666,19,l2,1.0
95,95,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,5,1.538461446762085,0.5595642812623945,19,l2,1.0
96,96,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,0,0.5772578716278076,0.5788647342995169,19,l1,2.0
97,97,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,1,0.4002346992492676,0.6085187462518883,16,cosine,2.0
98,98,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,2,0.4463016986846924,0.5897577326148755,11,l2,2.0
99,99,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,3,0.4736227989196777,0.5670333676896434,10,l1,2.0
100,100,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,4,0.4499757289886474,0.6745936710013094,3,l1,2.0
101,101,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,5,0.4462425708770752,0.7822177822177823,12,cosine,2.0
102,102,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,0,0.7214269638061523,0.5670836296699159,10,l1,2.0
103,103,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,1,0.9684641361236572,0.674153260681543,15,cosine,2.0
104,104,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,2,0.7281551361083984,0.6358755525805687,3,l1,2.0
105,105,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,3,0.6700444221496582,0.6051673194530337,7,l1,2.0
106,106,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,4,0.9933948516845704,0.6691804586541429,14,l1,2.0
107,107,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,5,0.701514482498169,0.6125008685984296,19,l2,2.0
108,108,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,0,1.720954179763794,0.6056941295036533,14,l1,2.0
109,109,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,1,0.9736742973327636,0.6005423445974135,11,l1,2.0
110,110,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,2,2.194127559661865,0.6378066378066377,14,l1,2.0
111,111,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,3,1.2690796852111816,0.7085175361037429,17,l1,2.0
112,112,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,4,1.0399389266967771,0.599092970521542,18,l1,2.0
113,113,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,5,0.9865968227386476,0.6051622909050626,15,l2,2.0
114,114,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,0,1.3322370052337646,0.51742993848257,11,l1,2.0
115,115,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,1,2.372755289077759,0.6510510510510511,10,l1,2.0
116,116,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,2,1.308892011642456,0.5037279505364611,1,l1,2.0
117,117,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,3,1.4361917972564695,0.6042120551924474,5,l2,2.0
118,118,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,4,1.1064574718475342,0.6526799453824313,17,l2,2.0
119,119,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,5,1.4656803607940674,0.5786274711344092,16,l2,2.0
120,120,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,0,0.6036660671234131,0.5790725163560394,1,l1,3.0
121,121,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,1,0.4420344829559326,0.5641551269715098,14,cosine,3.0
122,122,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,2,0.4340462684631347,0.5854004203307338,12,cosine,3.0
123,123,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,3,0.4737658500671386,0.7174963924963925,18,l1,3.0
124,124,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,4,0.4016158580780029,0.6265371102327624,9,l1,3.0
125,125,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,500,5,0.4091517925262451,0.670546074850567,14,cosine,3.0
126,126,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,0,0.6605324745178223,0.6492282314127489,15,l1,3.0
127,127,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,1,0.8076860904693604,0.5367321067598588,6,cosine,3.0
128,128,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,2,0.7254350185394287,0.5946437743047913,2,l2,3.0
129,129,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,3,0.6600363254547119,0.6584403036576949,15,cosine,3.0
130,130,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,4,0.8848497867584229,0.5851370851370851,1,l1,3.0
131,131,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,5,0.6267721652984619,0.6417128091546696,9,cosine,3.0
132,132,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,0,0.8578150272369385,0.5948719005992633,9,cosine,3.0
133,133,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,1,0.9473142623901368,0.5724263038548753,4,l1,3.0
134,134,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,2,1.0347981452941897,0.7160362907976906,10,l1,3.0
135,135,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,3,1.7680106163024902,0.5761650503069268,16,l2,3.0
136,136,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,4,1.108344554901123,0.4817190314936497,19,l2,3.0
137,137,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,5,1.62860107421875,0.4598204264870931,7,cosine,3.0
138,138,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,0,1.3970179557800293,0.6805178211635532,19,l1,3.0
139,139,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,1,1.4641435146331787,0.5457380825801879,2,l1,3.0
140,140,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,2,1.325004816055298,0.6368083670715249,15,l1,3.0
141,141,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,3,1.091552734375,0.6455026455026455,19,l2,3.0
142,142,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,4,1.340296506881714,0.5911495911495911,13,l1,3.0
143,143,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,5,2.23051118850708,0.5415243358499597,15,l2,3.0
144,144,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,0,0.5037004947662354,0.6819468024900962,3,l2,1.0
145,145,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,1,0.5108938217163086,0.4973544973544974,12,l1,1.0
146,146,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,2,0.4599826335906982,0.5470576274513927,18,cosine,1.0
147,147,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,3,0.4440157413482666,0.5766731440272467,13,cosine,1.0
148,148,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,4,0.5952305793762207,0.6580774853801169,3,l2,1.0
149,149,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,5,0.6006596088409424,0.6226020892687559,15,l1,1.0
150,150,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,0,0.7103314399719238,0.6376811594202899,18,cosine,1.0
151,151,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,1,0.6709349155426025,0.5028963284777238,19,l2,1.0
152,152,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,2,1.1215267181396484,0.6547803617571059,14,l2,1.0
153,153,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,3,0.6234002113342285,0.6419299376746185,13,l1,1.0
154,154,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,4,0.8109426498413086,0.684911741009302,13,cosine,1.0
155,155,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,5,0.8144633769989014,0.5347668920776293,2,l2,1.0
156,156,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,0,0.929845094680786,0.5502648925693501,2,l1,1.0
157,157,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,1,1.2083146572113037,0.6319236319236319,3,l1,1.0
158,158,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,2,1.010768175125122,0.5496245306633292,5,cosine,1.0
159,159,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,3,1.25793194770813,0.5897924297924299,1,l1,1.0
160,160,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,4,1.1762888431549072,0.6143722414908855,7,l2,1.0
161,161,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,5,1.3609023094177246,0.5952380952380952,1,l2,1.0
162,162,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,0,1.5037193298339844,0.678842504743833,16,l2,1.0
163,163,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,1,1.4732108116149902,0.5776851967002447,2,l1,1.0
164,164,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,2,1.962702751159668,0.5511837461883715,13,l1,1.0
165,165,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,3,1.28277325630188,0.6767378215654077,1,l2,1.0
166,166,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,4,1.150341510772705,0.5123750216225567,1,l1,1.0
167,167,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,5,1.6314709186553955,0.6035382706541736,1,cosine,1.0
168,168,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,0,0.4712541103363037,0.5376344086021505,8,l2,2.0
169,169,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,1,0.4129071235656738,0.6761310215142968,11,l2,2.0
170,170,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,2,0.3905785083770752,0.5735796818939458,17,cosine,2.0
171,171,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,3,0.4065651893615722,0.5379105520614954,3,cosine,2.0
172,172,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,4,0.4101078510284424,0.6120332096802685,12,l1,2.0
173,173,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,5,0.4251129627227783,0.5652046783625732,19,l1,2.0
174,174,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,0,0.7185249328613281,0.6507936507936507,7,l1,2.0
175,175,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,1,1.007122039794922,0.7286338562934308,4,l2,2.0
176,176,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,2,1.2922730445861816,0.6331661092530658,17,l2,2.0
177,177,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,3,0.7882630825042725,0.6194218608852755,1,l2,2.0
178,178,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,4,0.6208004951477051,0.5962889767237595,1,l2,2.0
179,179,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,5,0.7644426822662354,0.5944107062528116,11,l2,2.0
180,180,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,0,1.128028154373169,0.6019605791034363,9,l1,2.0
181,181,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,1,0.9559216499328612,0.6031746031746031,10,l2,2.0
182,182,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,2,1.1638834476470947,0.6298075256967404,6,l1,2.0
183,183,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,3,1.4707515239715576,0.5685694150810431,16,l2,2.0
184,184,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,4,1.0046985149383545,0.5743715926086747,11,l1,2.0
185,185,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,5,0.9492084980010986,0.5823308089666605,4,cosine,2.0
186,186,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,0,1.4464292526245115,0.4698024852004465,15,l2,2.0
187,187,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,1,2.060319423675537,0.4967439967439968,15,l1,2.0
188,188,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,2,1.3561358451843262,0.5038845726970034,13,l2,2.0
189,189,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,3,1.331390619277954,0.6137077975787654,2,l2,2.0
190,190,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,4,1.380335569381714,0.5830033258851205,11,l2,2.0
191,191,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,5,1.5476555824279783,0.625345414819099,5,cosine,2.0
192,192,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,0,0.4896852970123291,0.5794756927161108,7,l2,3.0
