,filename,n_samples,epoch,time,f1_macro,hidden_layer_sizes,max_iter,early_stopping,iteration
0,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,0,0.2271065711975097,0.1762034514078111,(),1000,True,1
1,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,0,0.6417539119720459,0.4202594705605531,(),1000,True,2
2,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,0,0.4246537685394287,0.2675804727086778,(),1000,True,3
3,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,0,0.633167028427124,0.3879184006675433,(),1000,True,1
4,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,0,0.5370218753814697,0.516078431372549,(),1000,True,2
5,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,0,1.1194331645965576,0.4594234940789078,(),1000,True,3
6,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,0,1.5591833591461182,0.5243238465293979,(),1000,True,1
7,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,0,0.960289478302002,0.4895130777423823,(),1000,True,2
8,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,0,1.095367670059204,0.5439981159082282,(),1000,True,3
9,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,1,0.3639123439788818,0.4454700854700855,(),1000,True,1
10,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,1,0.2465505599975586,0.2764015645371577,(),1000,True,2
11,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,1,0.7737855911254883,0.5190264655876539,(),1000,True,3
12,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,1,0.8301229476928711,0.5028888372555543,(),1000,True,1
13,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,1,0.8292269706726074,0.4983435933129819,(),1000,True,2
14,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,1,2.3901560306549072,0.5391775476460438,(),1000,True,3
15,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,1,1.134652614593506,0.645560535549717,(),1000,True,1
16,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,1,1.7457115650177002,0.5219054580896686,(),1000,True,2
17,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,1,1.6967706680297852,0.5759119283666654,(),1000,True,3
18,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,2,0.2326180934906005,0.535383358080965,(),1000,True,1
19,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,2,0.5514349937438965,0.5904255319148937,(),1000,True,2
20,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,2,0.3650240898132324,0.3997906611550489,(),1000,True,3
21,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,2,0.5920965671539307,0.5228846484287414,(),1000,True,1
22,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,2,0.2768042087554931,0.4823155812849045,(),1000,True,2
23,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,2,0.5802116394042969,0.5589010478971608,(),1000,True,3
24,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,2,0.5367450714111328,0.5336254667739473,(),1000,True,1
25,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,2,0.6604070663452148,0.5159684137597141,(),1000,True,2
26,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,2,1.4345543384552002,0.6120785601575743,(),1000,True,3
27,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,3,0.6473410129547119,0.5165514407145569,(),1000,True,1
28,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,3,0.2603518962860107,0.5667515993513806,(),1000,True,2
29,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,3,0.2784228324890136,0.5838708048762576,(),1000,True,3
30,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,3,0.2728860378265381,0.5097248777903676,(),1000,True,1
31,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,3,0.5784816741943359,0.6041776449904196,(),1000,True,2
32,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,3,0.6151888370513916,0.5311247522724505,(),1000,True,3
33,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,3,2.663273334503174,0.5474603174603175,(),1000,True,1
34,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,3,2.352190017700196,0.5764851532293392,(),1000,True,2
35,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,3,1.3594443798065186,0.6060753141626485,(),1000,True,3
36,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,4,0.2491276264190673,0.5601888225250367,(),1000,True,1
37,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,4,0.6550567150115967,0.5265546845838,(),1000,True,2
38,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,4,0.2426578998565673,0.5358031534860803,(),1000,True,3
39,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,4,0.7516605854034424,0.5027772345567056,(),1000,True,1
40,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,4,0.4531052112579345,0.5074145490235232,(),1000,True,2
41,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,4,0.4878971576690674,0.4972809490251351,(),1000,True,3
42,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,4,0.5248367786407471,0.5571432266309085,(),1000,True,1
43,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,4,2.0539214611053467,0.5911646001497878,(),1000,True,2
44,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,4,1.4157793521881104,0.5383249421784028,(),1000,True,3
45,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,5,0.2733473777770996,0.5099867999411378,(),1000,True,1
46,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,5,0.1349198818206787,0.5247681925622878,(),1000,True,2
47,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,500,5,0.3882739543914795,0.5478292598308391,(),1000,True,3
48,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,5,0.2462301254272461,0.5925985245499797,(),1000,True,1
49,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,5,0.3540279865264892,0.5410165965721522,(),1000,True,2
50,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1000,5,0.8976607322692871,0.6488215917297095,(),1000,True,3
51,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,5,1.1432044506072998,0.5774977343761272,(),1000,True,1
52,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,5,0.624685525894165,0.503630746758062,(),1000,True,2
53,src3/2025-05-05-FacebookAI/roberta-base-1e-05-data,1500,5,1.8597495555877688,0.5676003941477185,(),1000,True,3
54,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,0,0.5023565292358398,0.5311178354656615,(),1000,True,1
55,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,0,0.6166841983795166,0.5023493479540315,(),1000,True,2
56,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,0,0.4393272399902344,0.3607500510933987,(),1000,True,3
57,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,0,0.560107946395874,0.5343481752662265,(),1000,True,1
58,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,0,1.0596535205841064,0.5719977522594738,(),1000,True,2
59,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,0,0.7370994091033936,0.5130918464251798,(),1000,True,3
60,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,0,0.862332820892334,0.4571968417540261,(),1000,True,1
61,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,0,1.162304401397705,0.5511020120329024,(),1000,True,2
62,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,0,0.951841115951538,0.5546127946127947,(),1000,True,3
63,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,1,0.4354166984558105,0.419885666134679,(),1000,True,1
64,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,1,0.6534361839294434,0.4915138349277965,(),1000,True,2
65,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,1,0.6386847496032715,0.564019314019314,(),1000,True,3
66,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,1,0.6641974449157715,0.3972998339470074,(),1000,True,1
67,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,1,1.0243844985961914,0.5786469389263801,(),1000,True,2
68,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,1,1.3439130783081057,0.5643063493809762,(),1000,True,3
69,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,1,2.152911901473999,0.5840149303962905,(),1000,True,1
70,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,1,1.1437621116638184,0.5949648073659982,(),1000,True,2
71,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,1,1.1195824146270752,0.6031691501696225,(),1000,True,3
72,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,2,0.2009704113006591,0.4388032692776977,(),1000,True,1
73,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,2,0.3403427600860595,0.6084203658732337,(),1000,True,2
74,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,2,0.3597059249877929,0.577304696534179,(),1000,True,3
75,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,2,0.8586914539337158,0.5613937736363366,(),1000,True,1
76,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,2,1.2403795719146729,0.5165118417595616,(),1000,True,2
77,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,2,0.7447860240936279,0.5216436313958125,(),1000,True,3
78,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,2,0.9637770652770996,0.543657405449599,(),1000,True,1
79,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,2,0.7505736351013184,0.5560510286364497,(),1000,True,2
80,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,2,0.541245698928833,0.4586744328083063,(),1000,True,3
81,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,3,0.2709643840789795,0.5804291794269719,(),1000,True,1
82,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,3,0.4588663578033447,0.5634131849339884,(),1000,True,2
83,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,500,3,0.5066530704498291,0.5721117876525553,(),1000,True,3
84,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,3,0.7546648979187012,0.5459829134002526,(),1000,True,1
85,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,3,0.619952917098999,0.5179529616724738,(),1000,True,2
86,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1000,3,1.4434590339660645,0.5425041119795136,(),1000,True,3
87,src3/2025-05-05-FacebookAI/roberta-base-2e-05-data,1500,3,1.5189921855926514,0.5475810738968634,(),1000,True,1
