epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,403,427,375
0,train,Liberal,437,563,405
0,train,Neutral,124,111,183
0,validation,Conservative,70,93,86
0,validation,Liberal,73,135,88
0,validation,Neutral,13,18,73
1,train,Conservative,412,487,306
1,train,Liberal,293,820,292
1,train,Neutral,71,122,225
1,validation,Conservative,84,134,31
1,validation,Liberal,70,184,42
1,validation,Neutral,20,33,51
2,train,Conservative,564,490,151
2,train,Liberal,274,1032,99
2,train,Neutral,92,105,221
2,validation,Conservative,89,134,26
2,validation,Liberal,74,184,38
2,validation,Neutral,24,37,43
3,train,Conservative,828,272,105
3,train,Liberal,224,1129,52
3,train,Neutral,93,58,267
3,validation,Conservative,102,130,17
3,validation,Liberal,82,191,23
3,validation,Neutral,36,37,31
4,train,Conservative,1037,102,66
4,train,Liberal,94,1283,28
4,train,Neutral,77,23,318
4,validation,Conservative,121,102,26
4,validation,Liberal,105,157,34
4,validation,Neutral,35,30,39
-1,test,Conservative,112,93,42
-1,test,Liberal,116,175,33
-1,test,Neutral,21,31,26
