,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.36934210526315786,0.5270065789473684,0.36934210526315786
1,0,validation,0.30968915343915343,0.48226686507936506,0.30968915343915343
2,1,train,0.35289473684210526,0.5146710526315789,0.35289473684210526
3,1,validation,0.4108796296296296,0.5581597222222222,0.4108796296296296
4,2,train,0.4321052631578947,0.574078947368421,0.4321052631578947
5,2,validation,0.4004629629629629,0.5503472222222222,0.4004629629629629
6,3,train,0.4407894736842105,0.5805921052631579,0.4407894736842105
7,3,validation,0.42741402116402116,0.5705605158730159,0.42741402116402116
8,4,train,0.4493421052631579,0.559375,0.33881578947368424
9,4,validation,0.5,0.5,0.0
10,5,train,0.47368421052631576,0.5131578947368421,0.10526315789473684
11,5,validation,0.5,0.5,0.0
12,6,train,0.44046052631578947,0.5053453947368421,0.14046052631578948
13,6,validation,0.5,0.5,0.0
14,7,train,0.5,0.5,0.0
15,7,validation,0.5,0.5,0.0
16,8,train,0.4853289473684211,0.5113651315789474,0.07480263157894737
17,8,validation,0.3245701058201058,0.49342757936507936,0.3245701058201058
18,9,train,0.45638157894736847,0.5475493421052632,0.2774342105263158
19,9,validation,0.3931878306878307,0.544890873015873,0.3931878306878307
20,-1,test,0.41980820105820105,0.5648561507936508,0.41980820105820105
