,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3517105263157895,0.5137828947368421,0.3517105263157895
1,0,validation,0.382771164021164,0.537078373015873,0.382771164021164
2,1,train,0.4038157894736842,0.5528618421052631,0.4038157894736842
3,1,validation,0.394510582010582,0.5458829365079365,0.394510582010582
4,2,train,0.4592763157894737,0.5944572368421053,0.4592763157894737
5,2,validation,0.4317129629629629,0.5737847222222222,0.4317129629629629
6,3,train,0.5461842105263158,0.6596381578947368,0.5461842105263158
7,3,validation,0.49520502645502645,0.6214037698412698,0.49520502645502645
8,4,train,0.6455263157894737,0.7341447368421053,0.6455263157894737
9,4,validation,0.48677248677248675,0.615079365079365,0.48677248677248675
10,5,train,0.765328947368421,0.8239967105263157,0.765328947368421
11,5,validation,0.5115740740740741,0.6336805555555556,0.5115740740740741
12,6,train,0.8902631578947369,0.9176973684210527,0.8902631578947369
13,6,validation,0.48611111111111116,0.6145833333333334,0.48611111111111116
14,7,train,0.9500657894736841,0.9625493421052632,0.9500657894736841
15,7,validation,0.4563492063492064,0.5922619047619048,0.4563492063492064
16,8,train,0.9661184210526316,0.9745888157894737,0.9661184210526316
17,8,validation,0.486276455026455,0.6147073412698413,0.486276455026455
18,9,train,0.9782236842105264,0.9836677631578947,0.9782236842105264
19,9,validation,0.4998346560846561,0.6248759920634921,0.4998346560846561
20,-1,test,0.5024801587301587,0.6268601190476191,0.5024801587301587
