,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3378947368421053,0.503421052631579,0.3378947368421053
1,0,validation,0.3290343915343915,0.4967757936507936,0.3290343915343915
2,1,train,0.3448684210526316,0.5086513157894736,0.3448684210526316
3,1,validation,0.3513558201058201,0.513516865079365,0.3513558201058201
4,-1,test,0.3523478835978836,0.5142609126984127,0.3523478835978836
